distancia_m,profundidad_mm,corrida_ILI,tipo_defecto,largo,ancho,latitud,longitud,posicion_horaria_hh_mm,tipo_anomalia,posicion_pared,reduccion_diametro_o_deformacion_porcentaje,comentarios,junta_anterior_m,junta_posterior_m,estado_A_I_R
10005.952,0.01,ROSEN_2019,Pitting,13,17,3.802049386,-71.5282001,23:00,corrosion,EXT,na,na,3,9,A
10011.975,0.01,ROSEN_2019,Pitting,11,15,3.80208275,-71.52824632,0:00,corrosion,EXT,na,na,3,9,A
10018.116,0.01,ROSEN_2019,Pitting,10,15,3.802115298,-71.52829448,1:00,corrosion,EXT,na,na,3,9,A
10018.186,0.01,ROSEN_2019,Pitting,11,20,3.802115669,-71.52829503,2:00,corrosion,EXT,na,na,3,9,A
10029.259,0.01,ROSEN_2019,Pitting,12,19,3.802173085,-71.52838271,3:00,corrosion,EXT,na,na,3,9,A
10029.32,0.01,ROSEN_2019,Axial Grooving,38,19,3.802173399,-71.52838319,4:00,corrosion,EXT,na,na,3,9,A
10029.352,0.01,ROSEN_2019,General,40,32,3.802173564,-71.52838345,5:00,corrosion,EXT,na,na,3,9,A
10029.366,0.01,ROSEN_2019,Pitting,14,15,3.802173637,-71.52838356,6:00,corrosion,EXT,na,na,3,9,A
10030.882,0.01,ROSEN_2019,Pitting,20,22,3.802181456,-71.52839559,7:00,corrosion,EXT,na,na,3,9,A
10031.324,0.01,ROSEN_2019,Pitting,13,15,3.802183735,-71.5283991,8:00,corrosion,EXT,na,na,3,9,A
10031.542,0.01,ROSEN_2019,General,35,47,3.80218486,-71.52840083,9:00,corrosion,EXT,na,na,3,9,A
10031.796,0.01,ROSEN_2019,Pitting,25,33,3.80218617,-71.52840285,10:00,corrosion,EXT,na,na,3,9,A
10031.796,0.01,ROSEN_2019,General,54,66,3.80218617,-71.52840285,11:00,corrosion,EXT,na,na,3,9,A
10032.155,0.01,ROSEN_2019,Pitting,25,28,3.802188021,-71.5284057,12:00,corrosion,EXT,na,na,3,9,A
10033.31,0.01,ROSEN_2019,Pitting,27,23,3.802193979,-71.52841486,13:00,corrosion,EXT,na,na,3,9,A
10033.551,0.01,ROSEN_2019,Pitting,14,16,3.802195222,-71.52841678,14:00,corrosion,EXT,na,na,3,9,A
10269.658,0.01,ROSEN_2019,Pitting,17,15,3.801655465,-71.5292559,15:00,corrosion,EXT,na,na,3,9,A
10269.953,0.01,ROSEN_2019,Pitting,24,15,3.801652817,-71.52925679,16:00,corrosion,EXT,na,na,3,9,A
10269.968,0.01,ROSEN_2019,General,31,57,3.801652683,-71.52925683,17:00,corrosion,EXT,na,na,3,9,A
10270.052,0.01,ROSEN_2019,Pitting,21,16,3.801651929,-71.52925708,18:00,corrosion,EXT,na,na,3,9,A
10270.072,0.01,ROSEN_2019,Pitting,12,16,3.80165175,-71.52925714,19:00,corrosion,EXT,na,na,3,9,A
10270.102,0.01,ROSEN_2019,Pitting,17,15,3.80165148,-71.52925723,20:00,corrosion,EXT,na,na,3,9,A
10270.156,0.01,ROSEN_2019,Pitting,14,16,3.801650996,-71.5292574,21:00,corrosion,EXT,na,na,3,9,A
10270.448,0.01,ROSEN_2019,Pitting,15,28,3.801648376,-71.52925828,22:00,corrosion,EXT,na,na,3,9,A
10270.455,0.01,ROSEN_2019,General,46,43,3.801648313,-71.5292583,23:00,corrosion,EXT,na,na,3,9,A
10270.544,0.01,ROSEN_2019,Pitting,24,24,3.801647514,-71.52925857,0:00,corrosion,EXT,na,na,3,9,A
10270.621,0.01,ROSEN_2019,Circumferential Slotting,9,15,3.801646823,-71.5292588,1:00,corrosion,EXT,na,na,3,9,A
10270.622,0.01,ROSEN_2019,Pitting,13,15,3.801646814,-71.5292588,2:00,corrosion,EXT,na,na,3,9,A
10270.656,0.01,ROSEN_2019,Circumferential Grooving,24,69,3.801646509,-71.5292589,3:00,corrosion,EXT,na,na,3,9,A
10270.688,0.01,ROSEN_2019,Circumferential Grooving,14,30,3.801646222,-71.529259,4:00,corrosion,EXT,na,na,3,9,A
10278.32,0.01,ROSEN_2019,Pitting,10,15,3.801582053,-71.52929,5:00,corrosion,EXT,na,na,3,9,A
10278.339,0.01,ROSEN_2019,Circumferential Grooving,14,29,3.801581911,-71.52929011,6:00,corrosion,EXT,na,na,3,9,A
10282.565,0.01,ROSEN_2019,Pitting,11,16,3.80155041,-71.52931477,7:00,corrosion,EXT,na,na,3,9,A
10283.607,0.01,ROSEN_2019,Pitting,10,16,3.801542643,-71.52932084,8:00,corrosion,EXT,na,na,3,9,A
10293.667,0.01,ROSEN_2019,Circumferential Grooving,13,27,3.801476304,-71.52938896,9:00,corrosion,EXT,na,na,3,9,A
10293.959,0.01,ROSEN_2019,Circumferential Grooving,11,24,3.80147442,-71.52939098,10:00,corrosion,EXT,na,na,3,9,A
10297.315,0.01,ROSEN_2019,Pitting,14,16,3.801455664,-71.52941658,11:00,corrosion,EXT,na,na,3,9,A
10297.712,0.01,ROSEN_2019,Pitting,13,15,3.801453501,-71.52941965,12:00,corrosion,EXT,na,na,3,9,A
10304.343,0.01,ROSEN_2019,Pitting,13,17,3.80141737,-71.52947097,13:00,corrosion,EXT,na,na,3,9,A
