distancia_inicio_m,distancia_fin_m,junta,lat,lon,altura_m,diametro,espesor,SMYS,longitud_tubo_m,tipo_costura
3483.062,3495.082,GW3260,3.782239294,-71.47844225,337.5,460,6.35,42000,12,
3495.082,3507.042,GW3270,3.782294881,-71.47854153,337,460,6.35,42000,12,
3507.042,3519.065,GW3280,3.782350189,-71.4786403,336.5,460,6.35,42000,12,
3519.065,3531.09,GW3290,3.782405788,-71.4787396,336,460,6.35,42000,12,
3531.09,3535.559,GW3300,3.782461395,-71.47883891,335.5,460,6.35,42000,12,
3535.559,3547.541,GW3310,3.782482062,-71.47887582,335,460,6.35,42000,12,
3547.541,3559.548,GW3320,3.782538181,-71.47897438,334.5,460,6.35,42000,12,
3559.548,3567.787,GW3330,3.78259485,-71.47907289,334,460,6.35,42000,12,
3567.787,3579.804,GW3340,3.782633742,-71.47914049,333.5,460,6.35,42000,12,
3579.804,3591.811,GW3350,3.782690274,-71.47923919,333,460,6.35,42000,12,
3591.811,3603.814,GW3360,3.782746019,-71.47933823,332.5,460,6.35,42000,12,
3603.814,3615.839,GW3370,3.78280154,-71.47943735,332,460,6.35,42000,12,
3615.839,3617.377,GW3380,3.78285716,-71.47953666,331.5,460,6.35,42000,12,
3617.377,3629.405,GW3390,3.782864274,-71.47954936,331,460,6.35,42000,12,
3629.405,3641.379,GW3400,3.782919829,-71.47964874,330.5,460,6.35,42000,12,
3641.379,3653.357,GW3410,3.782976911,-71.47974664,330,460,6.35,42000,12,
3653.357,3663.02,GW3420,3.783044612,-71.47983746,329.5,460,6.35,42000,12,
3663.02,3675.033,GW3430,3.783100508,-71.47990986,329,460,6.35,42000,12,
3675.033,3687.03,GW3440,3.783169995,-71.47999986,328.5,460,6.35,42000,12,
3687.03,3690.529,GW3450,3.783239388,-71.48008975,328,460,6.35,42000,12,
3690.529,3702.557,GW3460,3.783259628,-71.48011597,327.5,460,6.35,42000,12,
3702.557,3709.445,GW3470,3.78332891,-71.48020631,327,460,6.35,42000,12,
3709.445,3721.632,GW3480,3.783367952,-71.48025852,326.5,460,6.35,42000,12,
3721.632,3733.82,GW3490,3.783436312,-71.48035144,326,460,6.35,42000,12,
3733.82,3746.002,GW3500,3.783504669,-71.48044437,325.5,460,6.35,42000,12,
3746.002,3758.208,GW3510,3.783572878,-71.48053734,325,460,6.35,42000,12,
3758.208,3770.239,GW3520,3.783638242,-71.48063253,324.5,460,6.35,42000,12,
3770.239,3773.747,GW3530,3.783688187,-71.4807345,324,460,6.35,42000,12,
3773.747,3785.767,GW3540,3.7836994,-71.48076575,323.5,460,6.35,42000,12,
3785.767,3788.011,GW3550,3.783711574,-71.48087812,323,460,6.35,42000,12,
3788.011,3800.016,GW3560,3.78370853,-71.48089914,322.5,460,6.35,42000,12,
3800.016,3812.044,GW3570,3.783691204,-71.48101143,322,460,6.35,42000,12,
3812.044,3824.058,GW3580,3.783670875,-71.48112345,321.5,460,6.35,42000,12,
3824.058,3836.077,GW3590,3.783648577,-71.48123496,321,460,6.35,42000,12,
3836.077,3848.114,GW3600,3.783626346,-71.48134653,320.5,460,6.35,42000,12,
3848.114,3860.173,GW3610,3.783604919,-71.48145843,320,460,6.35,42000,12,
3860.173,3872.213,GW3620,3.7835837,-71.48157058,319.5,460,6.35,42000,12,
3872.213,3884.196,GW3630,3.783562516,-71.48168256,319,460,6.35,42000,12,
3884.196,3891.789,GW3640,3.783541882,-71.48179409,318.5,460,6.35,42000,12,
3891.789,3903.785,GW3650,3.783529517,-71.48186489,318,460,6.35,42000,12,
3903.785,3905.006,GW3660,3.783510604,-71.48197685,317.5,460,6.35,42000,12,
3905.006,3917.031,GW3670,3.783508679,-71.48198825,317,460,6.35,42000,12,
3917.031,3929.053,GW3680,3.783489719,-71.48210048,316.5,460,6.35,42000,12,
3929.053,3941.013,GW3690,3.783470764,-71.48221268,316,460,6.35,42000,12,
3941.013,3953.038,GW3700,3.783451992,-71.48232432,315.5,460,6.35,42000,12,
3953.038,3955.075,GW3710,3.783433322,-71.4824366,315,460,6.35,42000,12,
3955.075,3967.067,GW3720,3.783430165,-71.48245562,314.5,460,6.35,42000,12,
3967.067,3970.241,GW3730,3.78341158,-71.4825676,314,460,6.35,42000,12,
3970.241,3981.218,GW3740,3.783406661,-71.48259724,313.5,460,6.35,42000,12,
3981.218,3993.243,GW3750,3.783389648,-71.48269974,313,460,6.35,42000,12,
3993.243,4005.247,GW3760,3.783371012,-71.48281202,312.5,460,6.35,42000,12,
4005.247,4017.272,GW3770,3.783352407,-71.48292411,312,460,6.35,42000,12,
4017.272,4029.29,GW3780,3.78333377,-71.4830364,311.5,460,6.35,42000,12,
4029.29,4041.326,GW3790,3.783315144,-71.48314862,311,460,6.35,42000,12,
4041.326,4053.342,GW3800,3.783296489,-71.48326101,310.5,460,6.35,42000,12,
4053.342,4065.343,GW3810,3.783277866,-71.48337321,310,460,6.35,42000,12,
4065.343,4076.337,GW3820,3.783259228,-71.48348526,309.5,460,6.35,42000,12,
4076.337,4088.336,GW3830,3.7832418,-71.48358785,309,460,6.35,42000,12,
4088.336,4093.601,GW3840,3.783222526,-71.48369978,308.5,460,6.35,42000,12,
4093.601,4105.596,GW3850,3.78321407,-71.4837489,308,460,6.35,42000,12,
4105.596,4117.565,GW3860,3.783200555,-71.48386152,307.5,460,6.35,42000,12,
4117.565,4129.532,GW3870,3.783194015,-71.48397461,307,460,6.35,42000,12,
4129.532,4141.558,GW3880,3.783195535,-71.48408787,306.5,460,6.35,42000,12,
4141.558,4153.581,GW3890,3.783198579,-71.48420166,306,460,6.35,42000,12,
4153.581,4165.6,GW3900,3.783201591,-71.48431543,305.5,460,6.35,42000,12,
4165.6,4177.611,GW3910,3.78320462,-71.48442915,305,460,6.35,42000,12,
4177.611,4189.635,GW3920,3.78320814,-71.48454279,304.5,460,6.35,42000,12,
4189.635,4201.617,GW3930,3.783212145,-71.48465653,304,460,6.35,42000,12,
4201.617,4213.569,GW3940,3.783215994,-71.48476988,303.5,460,6.35,42000,12,
4213.569,4225.571,GW3950,3.783218939,-71.48488297,303,460,6.35,42000,12,
4225.571,4237.574,GW3960,3.783221186,-71.48499655,302.5,460,6.35,42000,12,
4237.574,4249.584,GW3970,3.783218848,-71.48511009,302,460,6.35,42000,12,
4249.584,4261.618,GW3980,3.783205728,-71.48522291,301.5,460,6.35,42000,12,
4261.618,4273.639,GW3990,3.783192371,-71.48533603,301,460,6.35,42000,12,
4273.639,4285.604,GW4000,3.783179677,-71.4854491,300.5,460,6.35,42000,12,
4285.604,4297.573,GW4010,3.783167541,-71.4855617,300,460,6.35,42000,12,
4297.573,4309.616,GW4020,3.783155662,-71.48567437,299.5,460,6.35,42000,12,
4309.616,4321.65,GW4030,3.783143107,-71.48578766,299,460,6.35,42000,12,
4321.65,4333.665,GW4040,3.783128028,-71.48590057,298.5,460,6.35,42000,12,
4333.665,4345.685,GW4050,3.783112974,-71.48601329,298,460,6.35,42000,12,
4345.685,4357.714,GW4060,3.783107302,-71.48612683,297.5,460,6.35,42000,12,
4357.714,4369.742,GW4070,3.783114243,-71.48624046,297,460,6.35,42000,12,
4369.742,4381.755,GW4080,3.783124174,-71.48635388,296.5,460,6.35,42000,12,
4381.755,4393.807,GW4090,3.783134092,-71.48646715,296,460,6.35,42000,12,
4393.807,4405.846,GW4100,3.783144042,-71.48658079,295.5,460,6.35,42000,12,
4405.846,4417.851,GW4110,3.783153982,-71.48669431,295,460,6.35,42000,12,
4417.851,4429.873,GW4120,3.783163893,-71.48680751,294.5,460,6.35,42000,12,
4429.873,4441.869,GW4130,3.783173819,-71.48692087,294,460,6.35,42000,12,
4441.869,4453.856,GW4140,3.783183722,-71.48703399,293.5,460,6.35,42000,12,
4453.856,4465.888,GW4150,3.783193619,-71.48714702,293,460,6.35,42000,12,
4465.888,4477.878,GW4160,3.78320353,-71.48726047,292.5,460,6.35,42000,12,
4477.878,4482.938,GW4170,3.783213178,-71.48737355,292,460,6.35,42000,12,
4482.938,4494.954,GW4180,3.783217219,-71.48742128,291.5,460,6.35,42000,12,
4494.954,4506.961,GW4190,3.783226817,-71.48753461,291,460,6.35,42000,12,
4506.961,4518.969,GW4200,3.783236408,-71.48764785,290.5,460,6.35,42000,12,
4518.969,4523.338,GW4210,3.783245999,-71.48776111,290,460,6.35,42000,12,
4523.338,4535.32,GW4220,3.783249489,-71.48780232,289.5,460,6.35,42000,12,
4535.32,4547.317,GW4230,3.783259136,-71.48791532,289,460,6.35,42000,12,
4547.317,4559.349,GW4240,3.783269065,-71.48802844,288.5,460,6.35,42000,12,
4559.349,4571.379,GW4250,3.783279024,-71.48814189,288,460,6.35,42000,12,
4571.379,4577.976,GW4260,3.783288981,-71.48825533,287.5,460,6.35,42000,12,
4577.976,4589.97,GW4270,3.783294441,-71.48831753,287,460,6.35,42000,12,
4589.97,4601.964,GW4280,3.783304369,-71.48843062,286.5,460,6.35,42000,12,
4601.964,4613.976,GW4290,3.783314296,-71.48854372,286,460,6.35,42000,12,
4613.976,4626.005,GW4300,3.783324239,-71.48865698,285.5,460,6.35,42000,12,
4626.005,4638.025,GW4310,3.783335476,-71.48877027,285,460,6.35,42000,12,
4638.025,4650.061,GW4320,3.78334872,-71.48888327,284.5,460,6.35,42000,12,
4650.061,4662.095,GW4330,3.783362182,-71.4889964,284,460,6.35,42000,12,
4662.095,4674.079,GW4340,3.783376246,-71.48910944,283.5,460,6.35,42000,12,
4674.079,4686.045,GW4350,3.783390485,-71.48922197,283,460,6.35,42000,12,
4686.045,4698.068,GW4360,3.783404862,-71.48933432,282.5,460,6.35,42000,12,
4698.068,4710.072,GW4370,3.783419108,-71.48944723,282,460,6.35,42000,12,
4710.072,4722.089,GW4380,3.78343424,-71.4895598,281.5,460,6.35,42000,12,
4722.089,4734.09,GW4390,3.783460127,-71.48967039,281,460,6.35,42000,12,
4734.09,4746.126,GW4400,3.783498847,-71.48977709,280.5,460,6.35,42000,12,
4746.126,4758.153,GW4410,3.783538336,-71.48988395,280,460,6.35,42000,12,
4758.153,4770.165,GW4420,3.783577775,-71.48999074,279.5,460,6.35,42000,12,
4770.165,4772.211,GW4430,3.78361648,-71.49009764,279,460,6.35,42000,12,
4772.211,4783.384,GW4440,3.78362293,-71.4901159,278.5,460,6.35,42000,12,
4783.384,4795.415,GW4450,3.783658214,-71.4902156,278,460,6.35,42000,12,
4795.415,4807.437,GW4460,3.783696754,-71.49032276,277.5,460,6.35,42000,12,
4807.437,4819.424,GW4470,3.783735474,-71.49042976,277,460,6.35,42000,12,
4819.424,4831.451,GW4480,3.783774077,-71.49053645,276.5,460,6.35,42000,12,
4831.451,4833.797,GW4490,3.783812812,-71.4906435,276,460,6.35,42000,12,
4833.797,4845.779,GW4500,3.783820368,-71.49066438,275.5,460,6.35,42000,12,
4845.779,4857.795,GW4510,3.783858959,-71.49077103,275,460,6.35,42000,12,
4857.795,4869.782,GW4520,3.783897584,-71.49087801,274.5,460,6.35,42000,12,
4869.782,4881.787,GW4530,3.783935972,-71.49098478,274,460,6.35,42000,12,
4881.787,4893.824,GW4540,3.783974416,-71.49109171,273.5,460,6.35,42000,12,
4893.824,4905.835,GW4550,3.784012964,-71.49119892,273,460,6.35,42000,12,
4905.835,4917.842,GW4560,3.784051477,-71.49130589,272.5,460,6.35,42000,12,
4917.842,4929.865,GW4570,3.784091128,-71.4914124,272,460,6.35,42000,12,
4929.865,4941.893,GW4580,3.784121197,-71.49152176,271.5,460,6.35,42000,12,
4941.893,4953.882,GW4590,3.784141366,-71.49163381,271,460,6.35,42000,12,
4953.882,4965.863,GW4600,3.784161327,-71.49174552,270.5,460,6.35,42000,12,
4965.863,4977.874,GW4610,3.784181036,-71.4918572,270,460,6.35,42000,12,
4977.874,4989.842,GW4620,3.784200792,-71.49196916,269.5,460,6.35,42000,12,
4989.842,5001.848,GW4630,3.78422048,-71.49208072,269,460,6.35,42000,12,
5001.848,5013.848,GW4640,3.784240229,-71.49219263,268.5,460,6.35,42000,12,
5013.848,5025.864,GW4650,3.784259882,-71.4923045,268,460,6.35,42000,12,
5025.864,5037.89,GW4660,3.784279361,-71.49241656,267.5,460,6.35,42000,12,
5037.89,5049.918,GW4670,3.784298832,-71.49252871,267,460,6.35,42000,12,
5049.918,5061.957,GW4680,3.784318306,-71.49264088,266.5,460,6.35,42000,12,
5061.957,5073.931,GW4690,3.784338723,-71.49275299,266,460,6.35,42000,12,
5073.931,5085.915,GW4700,3.784360574,-71.4928642,265.5,460,6.35,42000,12,
5085.915,5092.029,GW4710,3.784381474,-71.49297569,265,460,6.35,42000,12,
5092.029,5104.051,GW4720,3.784391815,-71.49303263,264.5,460,6.35,42000,12,
5104.051,5116.074,GW4730,3.784412147,-71.49314459,264,460,6.35,42000,12,
5116.074,5128.109,GW4740,3.78443248,-71.49325657,263.5,460,6.35,42000,12,
5128.109,5140.133,GW4750,3.784452835,-71.49336865,263,460,6.35,42000,12,
5140.133,5152.115,GW4760,3.78447317,-71.49348063,262.5,460,6.35,42000,12,
5152.115,5164.073,GW4770,3.784493434,-71.49359222,262,460,6.35,42000,12,
5164.073,5176.094,GW4780,3.784513655,-71.49370359,261.5,460,6.35,42000,12,
5176.094,5188.125,GW4790,3.784533957,-71.49381554,261,460,6.35,42000,12,
5188.125,5200.116,GW4800,3.784554261,-71.4939276,260.5,460,6.35,42000,12,
5200.116,5212.274,GW4810,3.784574497,-71.49403928,260,460,6.35,42000,12,
5212.274,5224.311,GW4820,3.784595015,-71.49415252,259.5,460,6.35,42000,12,
5224.311,5236.375,GW4830,3.784615329,-71.49426463,259,460,6.35,42000,12,
5236.375,5248.386,GW4840,3.78463601,-71.49437693,258.5,460,6.35,42000,12,
5248.386,5260.37,GW4850,3.784656852,-71.49448869,258,460,6.35,42000,12,
5260.37,5272.386,GW4860,3.784677659,-71.4946002,257.5,460,6.35,42000,12,
5272.386,5284.431,GW4870,3.784698494,-71.49471201,257,460,6.35,42000,12,
5284.431,5296.442,GW4880,3.784718957,-71.49482417,256.5,460,6.35,42000,12,
5296.442,5306.235,GW4890,3.784739203,-71.49493604,256,460,6.35,42000,12,
5306.235,5318.246,GW4900,3.784755714,-71.49502725,255.5,460,6.35,42000,12,
5318.246,5330.196,GW4910,3.784775976,-71.49513912,255,460,6.35,42000,12,
5330.196,5342.208,GW4920,3.784796144,-71.49525042,254.5,460,6.35,42000,12,
5342.208,5354.21,GW4930,3.78481635,-71.49536231,254,460,6.35,42000,12,
5354.21,5366.204,GW4940,3.784834686,-71.49547443,253.5,460,6.35,42000,12,
5366.204,5378.23,GW4950,3.784853933,-71.49558631,253,460,6.35,42000,12,
5378.23,5390.211,GW4960,3.784888698,-71.49569403,252.5,460,6.35,42000,12,
5390.211,5402.25,GW4970,3.784934252,-71.49579788,252,460,6.35,42000,12,
5402.25,5414.289,GW4980,3.784980877,-71.49590186,251.5,460,6.35,42000,12,
5414.289,5426.263,GW4990,3.78502783,-71.49600569,251,460,6.35,42000,12,
5426.263,5438.267,GW5000,3.785074437,-71.496109,250.5,460,6.35,42000,12,
5438.267,5450.286,GW5010,3.785120283,-71.49621296,250,460,6.35,42000,12,
5450.286,5462.313,GW5020,3.785166215,-71.49631704,249.5,460,6.35,42000,12,
5462.313,5474.309,GW5030,3.78521253,-71.49642104,249,460,6.35,42000,12,
5474.309,5486.279,GW5040,3.785258775,-71.49652474,248.5,460,6.35,42000,12,
5486.279,5498.27,GW5050,3.785304897,-71.49662823,248,460,6.35,42000,12,
5498.27,5510.25,GW5060,3.785350831,-71.49673202,247.5,460,6.35,42000,12,
5510.25,5522.262,GW5070,3.785396472,-71.49683582,247,460,6.35,42000,12,
5522.262,5534.305,GW5080,3.785442237,-71.49693991,246.5,460,6.35,42000,12,
5534.305,5546.346,GW5090,3.785488117,-71.49704426,246,460,6.35,42000,12,
5546.346,5558.398,GW5100,3.785534067,-71.49714856,245.5,460,6.35,42000,12,
5558.398,5570.407,GW5110,3.785582406,-71.49725187,245,460,6.35,42000,12,
5570.407,5582.365,GW5120,3.785622263,-71.49735817,244.5,460,6.35,42000,12,
5582.365,5594.363,GW5130,3.785646011,-71.49746883,244,460,6.35,42000,12,
5594.363,5606.408,GW5140,3.785666415,-71.49758049,243.5,460,6.35,42000,12,
5606.408,5616.829,GW5150,3.785681444,-71.4976935,243,460,6.35,42000,12,
5616.829,5628.794,GW5160,3.7856932,-71.49779144,242.5,460,6.35,42000,12,
5628.794,5640.751,GW5170,3.785705287,-71.49790404,242,460,6.35,42000,12,
5640.751,5652.722,GW5180,3.785717558,-71.49801655,241.5,460,6.35,42000,12,
5652.722,5664.713,GW5190,3.7857307,-71.4981291,241,460,6.35,42000,12,
5664.713,5676.762,GW5200,3.78574419,-71.49824179,240.5,460,6.35,42000,12,
5676.762,5688.804,GW5210,3.785757744,-71.49835503,240,460,6.35,42000,12,
5688.804,5700.776,GW5220,3.785771386,-71.4984682,239.5,460,6.35,42000,12,
5700.776,5712.742,GW5230,3.785782097,-71.49858099,239,460,6.35,42000,12,
5712.742,5724.775,GW5240,3.785772667,-71.49869333,238.5,460,6.35,42000,12,
5724.775,5736.815,GW5250,3.785728638,-71.49879838,238,460,6.35,42000,12,
5736.815,5748.821,GW5260,3.785684582,-71.49890348,237.5,460,6.35,42000,12,
5748.821,5760.824,GW5270,3.78564065,-71.49900829,237,460,6.35,42000,12,
5760.824,5772.842,GW5280,3.785596731,-71.49911307,236.5,460,6.35,42000,12,
5772.842,5784.858,GW5290,3.785552754,-71.49921798,236,460,6.35,42000,12,
5784.858,5789.076,GW5300,3.785508787,-71.49932287,235.5,460,6.35,42000,12,
5789.076,5799.788,GW5310,3.785493353,-71.4993597,235,460,6.35,42000,12,
5799.788,5811.697,GW5320,3.785454154,-71.49945321,234.5,460,6.35,42000,12,
5811.697,5823.717,GW5330,3.785410579,-71.49955717,234,460,6.35,42000,12,
5823.717,5835.748,GW5340,3.785366596,-71.4996621,233.5,460,6.35,42000,12,
5835.748,5847.712,GW5350,3.785322573,-71.49976712,233,460,6.35,42000,12,
5847.712,5859.711,GW5360,3.785277976,-71.4998712,232.5,460,6.35,42000,12,
5859.711,5871.734,GW5370,3.78522797,-71.49997313,232,460,6.35,42000,12,
5871.734,5883.76,GW5380,3.785170918,-71.50007154,231.5,460,6.35,42000,12,
5883.76,5895.793,GW5390,3.785110957,-71.5001683,231,460,6.35,42000,12,
5895.793,5907.794,GW5400,3.785049169,-71.50026398,230.5,460,6.35,42000,12,
5907.794,5919.797,GW5410,3.784987544,-71.50035941,230,460,6.35,42000,12,
5919.797,5931.806,GW5420,3.784927675,-71.50045595,229.5,460,6.35,42000,12,
5931.806,5943.74,GW5430,3.784871046,-71.50055441,229,460,6.35,42000,12,
5943.74,5955.699,GW5440,3.784831937,-71.5006601,228.5,460,6.35,42000,12,
5955.699,5967.715,GW5450,3.784806014,-71.50077027,228,460,6.35,42000,12,
5967.715,5979.74,GW5460,3.784784142,-71.50088187,227.5,460,6.35,42000,12,
5979.74,5991.791,GW5470,3.784763386,-71.50099378,227,460,6.35,42000,12,
5991.791,6003.795,GW5480,3.78474195,-71.50110582,226.5,460,6.35,42000,12,
6003.795,6008.665,GW5490,3.784718934,-71.50121708,226,460,6.35,42000,12,
6008.665,6020.671,GW5500,3.784709457,-71.5012622,225.5,460,6.35,42000,12,
6020.671,6032.715,GW5510,3.784686095,-71.50137341,225,460,6.35,42000,12,
6032.715,6044.754,GW5520,3.784662659,-71.50148498,224.5,460,6.35,42000,12,
6044.754,6051.79,GW5530,3.784638333,-71.5015963,224,460,6.35,42000,12,
6051.79,6063.803,GW5540,3.78462227,-71.50166093,223.5,460,6.35,42000,12,
6063.803,6075.829,GW5550,3.784578121,-71.50176535,223,460,6.35,42000,12,
6075.829,6087.829,GW5560,3.784528344,-71.50186772,222.5,460,6.35,42000,12,
6087.829,6099.865,GW5570,3.784476829,-71.50196895,222,460,6.35,42000,12,
6099.865,6109.07,GW5580,3.784424004,-71.50206989,221.5,460,6.35,42000,12,
6109.07,6121.071,GW5590,3.784393786,-71.50215142,221,460,6.35,42000,12,
6121.071,6133.092,GW5600,3.784361748,-71.50226039,220.5,460,6.35,42000,12,
6133.092,6145.061,GW5610,3.784331984,-71.50237017,220,460,6.35,42000,12,
6145.061,6157.071,GW5620,3.784316897,-71.50248192,219.5,460,6.35,42000,12,
6157.071,6169.059,GW5630,3.784314976,-71.50259558,219,460,6.35,42000,12,
6169.059,6181.048,GW5640,3.784317774,-71.502709,218.5,460,6.35,42000,12,
6181.048,6193.05,GW5650,3.784321119,-71.50282244,218,460,6.35,42000,12,
6193.05,6205.041,GW5660,3.784324466,-71.50293599,217.5,460,6.35,42000,12,
6205.041,6217.072,GW5670,3.784327328,-71.50304945,217,460,6.35,42000,12,
6217.072,6229.091,GW5680,3.78432983,-71.50316331,216.5,460,6.35,42000,12,
6229.091,6241.056,GW5690,3.784332314,-71.50327704,216,460,6.35,42000,12,
6241.056,6253.036,GW5700,3.784334601,-71.50339027,215.5,460,6.35,42000,12,
6253.036,6265.027,GW5710,3.784335713,-71.50350366,215,460,6.35,42000,12,
6265.027,6277.031,GW5720,3.784336495,-71.50361716,214.5,460,6.35,42000,12,
6277.031,6289.037,GW5730,3.784337276,-71.50373078,214,460,6.35,42000,12,
6289.037,6301.001,GW5740,3.784338059,-71.50384442,213.5,460,6.35,42000,12,
6301.001,6313.026,GW5750,3.784338838,-71.50395766,213,460,6.35,42000,12,
6313.026,6325.028,GW5760,3.784339621,-71.50407148,212.5,460,6.35,42000,12,
6325.028,6337.025,GW5770,3.784340403,-71.50418508,212,460,6.35,42000,12,
6337.025,6349.021,GW5780,3.784341185,-71.50429863,211.5,460,6.35,42000,12,
6349.021,6360.991,GW5790,3.784341966,-71.50441218,211,460,6.35,42000,12,
6360.991,6372.983,GW5800,3.784342746,-71.50452548,210.5,460,6.35,42000,12,
6372.983,6384.996,GW5810,3.784343527,-71.50463898,210,460,6.35,42000,12,
6384.996,6397.035,GW5820,3.784344309,-71.50475269,209.5,460,6.35,42000,12,
6397.035,6406.603,GW5830,3.784345094,-71.50486664,209,460,6.35,42000,12,
6406.603,6418.605,GW5840,3.784345717,-71.5049572,208.5,460,6.35,42000,12,
6418.605,6430.614,GW5850,3.784346498,-71.50507081,208,460,6.35,42000,12,
6430.614,6435.083,GW5860,3.784347281,-71.50518447,207.5,460,6.35,42000,12,
6435.083,6447.109,GW5870,3.78434769,-71.50522677,207,460,6.35,42000,12,
6447.109,6459.146,GW5880,3.784351602,-71.50534051,206.5,460,6.35,42000,12,
6459.146,6471.162,GW5890,3.784357903,-71.50545425,206,460,6.35,42000,12,
6471.162,6483.208,GW5900,3.78436107,-71.50556794,205.5,460,6.35,42000,12,
6483.208,6495.202,GW5910,3.784363674,-71.50568193,205,460,6.35,42000,12,
6495.202,6507.212,GW5920,3.784366858,-71.50579542,204.5,460,6.35,42000,12,
6507.212,6519.23,GW5930,3.78437081,-71.50590903,204,460,6.35,42000,12,
6519.23,6522.718,GW5940,3.784374765,-71.50602271,203.5,460,6.35,42000,12,
6522.718,6534.712,GW5950,3.784375912,-71.50605571,203,460,6.35,42000,12,
6534.712,6546.744,GW5960,3.784379869,-71.50616917,202.5,460,6.35,42000,12,
6546.744,6558.749,GW5970,3.784384186,-71.50628297,202,460,6.35,42000,12,
6558.749,6570.759,GW5980,3.784388652,-71.50639652,201.5,460,6.35,42000,12,
6570.759,6582.756,GW5990,3.78439312,-71.50651011,201,460,6.35,42000,12,
6582.756,6594.769,GW6000,3.784397584,-71.50662358,200.5,460,6.35,42000,12,
6594.769,6598.372,GW6010,3.78440178,-71.50673721,200,460,6.35,42000,12,
6598.372,6610.351,GW6020,3.784402965,-71.50677129,199.5,460,6.35,42000,12,
6610.351,6622.387,GW6030,3.78440686,-71.50688461,199,460,6.35,42000,12,
6622.387,6627.483,GW6040,3.784419362,-71.50699767,198.5,460,6.35,42000,12,
6627.483,6639.482,GW6050,3.784431966,-71.50704407,198,460,6.35,42000,12,
6639.482,6651.446,GW6060,3.784474042,-71.50714934,197.5,460,6.35,42000,12,
6651.446,6657.551,GW6070,3.784518748,-71.50725336,197,460,6.35,42000,12,
6657.551,6669.588,GW6080,3.784540736,-71.5073068,196.5,460,6.35,42000,12,
6669.588,6681.616,GW6090,3.784585625,-71.50741151,196,460,6.35,42000,12,
6681.616,6693.653,GW6100,3.784635824,-71.50751327,195.5,460,6.35,42000,12,
6693.653,6705.695,GW6110,3.784646828,-71.50762607,195,460,6.35,42000,12,
6705.695,6712.265,GW6120,3.784636928,-71.5077396,194.5,460,6.35,42000,12,
6712.265,6724.224,GW6130,3.784630282,-71.50780144,194,460,6.35,42000,12,
6724.224,6736.215,GW6140,3.784616832,-71.50791382,193.5,460,6.35,42000,12,
6736.215,6748.24,GW6150,3.784601967,-71.50802635,193,460,6.35,42000,12,
6748.24,6760.281,GW6160,3.784587057,-71.50813919,192.5,460,6.35,42000,12,
6760.281,6772.32,GW6170,3.784572317,-71.5082522,192,460,6.35,42000,12,
6772.32,6784.337,GW6180,3.784559368,-71.50836541,191.5,460,6.35,42000,12,
6784.337,6796.341,GW6190,3.784547762,-71.50847856,191,460,6.35,42000,12,
6796.341,6808.368,GW6200,3.78453617,-71.50859159,190.5,460,6.35,42000,12,
6808.368,6820.405,GW6210,3.784524555,-71.50870484,190,460,6.35,42000,12,
6820.405,6832.394,GW6220,3.784512931,-71.50881818,189.5,460,6.35,42000,12,
6832.394,6844.407,GW6230,3.784502611,-71.50893119,189,460,6.35,42000,12,
6844.407,6856.449,GW6240,3.784493292,-71.50904451,188.5,460,6.35,42000,12,
6856.449,6868.446,GW6250,3.784483617,-71.50915808,188,460,6.35,42000,12,
6868.446,6880.47,GW6260,3.78447925,-71.50927148,187.5,460,6.35,42000,12,
6880.47,6892.506,GW6270,3.784482689,-71.50938522,187,460,6.35,42000,12,
6892.506,6904.466,GW6280,3.784491365,-71.50949881,186.5,460,6.35,42000,12,
6904.466,6909.757,GW6290,3.784499985,-71.50961169,186,460,6.35,42000,12,
6909.757,6921.788,GW6300,3.784503799,-71.50966162,185.5,460,6.35,42000,12,
6921.788,6933.807,GW6310,3.784512469,-71.50977517,185,460,6.35,42000,12,
6933.807,6936.648,GW6320,3.784521133,-71.50988861,184.5,460,6.35,42000,12,
6936.648,6948.629,GW6330,3.78452318,-71.50991542,184,460,6.35,42000,12,
6948.629,6960.667,GW6340,3.784531946,-71.51002849,183.5,460,6.35,42000,12,
6960.667,6972.645,GW6350,3.784541604,-71.51014202,183,460,6.35,42000,12,
6972.645,6978.75,GW6360,3.784551517,-71.51025496,182.5,460,6.35,42000,12,
6978.75,6990.772,GW6370,3.784556912,-71.5103125,182,460,6.35,42000,12,
6990.772,6995.822,GW6380,3.784576932,-71.51042416,181.5,460,6.35,42000,12,
6995.822,7007.832,GW6390,3.784591897,-71.51046934,181,460,6.35,42000,12,
7007.832,7011.949,GW6400,3.784644517,-71.51057,180.5,460,6.35,42000,12,
7011.949,7023.958,GW6410,3.784664482,-71.51060346,180,460,6.35,42000,12,
7023.958,7025.884,GW6420,3.784720269,-71.51070241,179.5,460,6.35,42000,12,
7025.884,7037.885,GW6430,3.784727586,-71.51071911,179,460,6.35,42000,12,
7037.885,7049.882,GW6440,3.784760711,-71.51082698,178.5,460,6.35,42000,12,
7049.882,7060.664,GW6450,3.784779743,-71.51093893,178,460,6.35,42000,12,
7060.664,7072.645,GW6460,3.784796235,-71.51103964,177.5,460,6.35,42000,12,
7072.645,7074.675,GW6470,3.784815294,-71.51115143,177,460,6.35,42000,12,
7074.675,7086.689,GW6480,3.784818586,-71.51117037,176.5,460,6.35,42000,12,
7086.689,7089.481,GW6490,3.78483807,-71.5112824,176,460,6.35,42000,12,
