dist.del reg. [m],a sold.aguas arriba [m],no.de junta,long. de junta [m],esp. [mm],evento / comentario,tipo de sold.,Pos.horaria,pared int.,dim_o,d [%],h [%],Ovality ratio,h [arruga/ond.] [mm],largo [mm],ancho [mm],ERF B31G,Junta No. Full,latitud,longitud
6229.091,,5720,11.965,9.65,Soldadura,sin costura,,,,,,,,,,,5720,3.784332314,-71.50327704
6236.269,,,,,Soporte externo,,6:00,,,,,,,,,,5720,3.784333748,-71.50334497
6241.056,,5730,11.98,9.65,Soldadura,sin costura,,,,,,,,,,,5730,3.784334601,-71.50339027
6246.303,,,,,Soporte externo,,6:00,,,,,,,,,,5730,3.784335275,-71.50343993
6253.036,,5740,11.991,9.65,Soldadura,sin costura,,,,,,,,,,,5740,3.784335713,-71.50350366
6256.317,,,,,Soporte externo,,6:00,,,,,,,,,,5740,3.784335927,-71.50353472
6265.027,,5750,12.004,9.65,Soldadura,sin costura,,,,,,,,,,,5750,3.784336495,-71.50361716
6266.293,,,,,Soporte externo,,6:00,,,,,,,,,,5750,3.784336577,-71.50362914
6275.638,,,,,Soporte externo,,6:00,,,,,,,,,,5750,3.784337186,-71.50371759
6277.031,,5760,12.006,9.65,Soldadura,sin costura,,,,,,,,,,,5760,3.784337276,-71.50373078
6285.955,,,,,Soporte externo,,6:00,,,,,,,,,,5760,3.784337858,-71.50381525
6289.037,,5770,11.964,9.65,Soldadura,sin costura,,,,,,,,,,,5770,3.784338059,-71.50384442
6296.027,,,,,Soporte externo,,6:00,,,,,,,,,,5770,3.784338514,-71.50391058
6301.001,,5780,12.025,9.65,Soldadura,sin costura,,,,,,,,,,,5780,3.784338838,-71.50395766
6306.086,,,,,Soporte externo,,6:00,,,,,,,,,,5780,3.784339169,-71.50400579
6313.026,,5790,12.001,9.65,Soldadura,sin costura,,,,,,,,,,,5790,3.784339621,-71.50407148
6316.187,,,,,Soporte externo,,6:00,,,,,,,,,,5790,3.784339827,-71.5041014
6325.028,,5800,11.997,9.65,Soldadura,sin costura,,,,,,,,,,,5800,3.784340403,-71.50418508
6325.457,,,,,Soporte externo,,6:00,,,,,,,,,,5800,3.784340431,-71.50418914
6334.506,,,,,Soporte externo,,6:00,,,,,,,,,,5800,3.78434102,-71.50427479
6337.025,,5810,11.996,9.65,Soldadura,sin costura,,,,,,,,,,,5810,3.784341185,-71.50429863
6345.644,,,,,Soporte externo,,6:00,,,,,,,,,,5810,3.784341746,-71.50438022
6349.021,,5820,11.97,9.65,Soldadura,sin costura,,,,,,,,,,,5820,3.784341966,-71.50441218
6354.499,,,,,Soporte externo,,6:00,,,,,,,,,,5820,3.784342323,-71.50446403
6360.991,,5830,11.992,9.65,Soldadura,sin costura,,,,,,,,,,,5830,3.784342746,-71.50452548
6364.655,,,,,Soporte externo,,6:00,,,,,,,,,,5830,3.784342984,-71.50456016
6372.983,,5840,12.013,9.65,Soldadura,sin costura,,,,,,,,,,,5840,3.784343527,-71.50463898
6374.686,,,,,Soporte externo,,6:00,,,,,,,,,,5840,3.784343638,-71.5046551
6384.394,,,,,Soporte externo,,6:00,,,,,,,,,,5840,3.78434427,-71.50474699
6384.996,,5850,12.039,9.65,Soldadura,sin costura,,,,,,,,,,,5850,3.784344309,-71.50475269
6395.206,,,,,Soporte externo,,6:00,,,,,,,,,,5850,3.784344974,-71.50484933
6397.035,,5860,9.568,9.65,Soldadura,sin costura,,,,,,,,,,,5860,3.784345094,-71.50486664
6405.431,,,,,Soporte externo,,6:00,,,,,,,,,,5860,3.78434564,-71.50494611
6406.603,,5870,12.001,9.65,Soldadura,sin costura,,,,,,,,,,,5870,3.784345717,-71.5049572
6413.184,,,,,"Toma  / 1""",,0:00,,,,,,,,,,5870,3.784346145,-71.50501949
6415.260,,,,,Soporte externo,,6:00,,,,,,,,,,5870,3.78434628,-71.50503914
6418.605,,5880,12.009,9.65,Soldadura,sin costura,,,,,,,,,,,5880,3.784346498,-71.50507081
6425.344,,,,,Soporte externo,,6:00,,,,,,,,,,5880,3.784346938,-71.50513459
6430.614,,5890,4.47,9.65,Soldadura,sin costura,,,,,,,,,,,5890,3.784347281,-71.50518447
6435.083,,5900,12.026,9.65,Soldadura,sin costura,,,,,,,,,,,5900,3.78434769,-71.50522677
6435.513,,,,,Soporte externo,,6:00,,,,,,,,,,5900,3.784347771,-71.50523084
6445.517,,,,,Soporte externo,,6:00,,,,,,,,,,5900,3.784350551,-71.50532547
6447.109,,5910,12.036,9.65,Soldadura,sin costura,,,,,,,,,,,5910,3.784351602,-71.50534051
6455.775,,,,,Soporte externo,,6:00,,,,,,,,,,5910,3.784356594,-71.50542237
6459.146,,5920,12.016,9.65,Soldadura,sin costura,,,,,,,,,,,5920,3.784357903,-71.50545425
6465.729,,,,,Soporte externo,,6:00,,,,,,,,,,5920,3.784359909,-71.50551653
6471.162,,5930,12.046,9.65,Soldadura,sin costura,,,,,,,,,,,5930,3.78436107,-71.50556794
6476.054,,,,,Soporte externo,,6:00,,,,,,,,,,5930,3.784362115,-71.50561424
6483.208,,5940,11.994,9.65,Soldadura,sin costura,,,,,,,,,,,5940,3.784363674,-71.50568193
6486.215,,,,,Soporte externo,,6:00,,,,,,,,,,5940,3.784364372,-71.50571039
6495.202,,5950,12.01,9.65,Soldadura,sin costura,,,,,,,,,,,5950,3.784366858,-71.50579542
6496.338,,,,,Soporte externo,,6:00,,,,,,,,,,5950,3.784367232,-71.50580616
6506.159,,,,,Soporte externo,,6:00,,,,,,,,,,5950,3.784370464,-71.50589907
6507.212,,5960,12.018,9.65,Soldadura,sin costura,,,,,,,,,,,5960,3.78437081,-71.50590903
6516.290,,,,,Soporte externo,,6:00,,,,,,,,,,5960,3.784373797,-71.5059949
6519.230,,5970,3.489,9.65,Soldadura,sin costura,,,,,,,,,,,5970,3.784374765,-71.50602271
6522.718,,5980,11.994,9.65,Soldadura,sin costura,,,,,,,,,,,5980,3.784375912,-71.50605571
6526.335,,,,,Soporte externo,,6:00,,,,,,,,,,5980,3.784377102,-71.50608993
6534.712,,5990,12.032,9.65,Soldadura,sin costura,,,,,,,,,,,5990,3.784379869,-71.50616917
6536.504,,,,,Soporte externo,,6:00,,,,,,,,,,5990,3.784380462,-71.50618612
6546.744,,6000,12.005,9.65,Soldadura,sin costura,,,,,,,,,,,6000,3.784384186,-71.50628297
6547.227,,,,,Soporte externo,,6:00,,,,,,,,,,6000,3.784384366,-71.50628754
6557.314,,,,,Soporte externo,,6:00,,,,,,,,,,6000,3.784388118,-71.50638295
6558.749,,6010,12.01,9.65,Soldadura,sin costura,,,,,,,,,,,6010,3.784388652,-71.50639652
6564.839,-6.09,,,,Anomalía  / Anomalía de Manufactura,,4:27,INT,PITT,12,,,,11,15,0.43,6010,3.784390918,-71.50645412
6567.622,,,,,Soporte externo,,6:00,,,,,,,,,,6010,3.784391953,-71.50648044
6570.759,,6020,11.998,9.65,Soldadura,sin costura,,,,,,,,,,,6020,3.78439312,-71.50651011
6575.891,,,,,Soporte externo,,6:00,,,,,,,,,,6020,3.78439503,-71.50655865
6577.424,,,,,Soporte externo,,6:00,,,,,,,,,,6020,3.7843956,-71.50657315
6582.756,,6030,12.013,9.65,Soldadura,sin costura,,,,,,,,,,,6030,3.784397584,-71.50662358
6588.515,,,,,Soporte externo,,6:00,,,,,,,,,,6030,3.784399651,-71.50667805
6590.070,,,,,Soporte externo,,6:00,,,,,,,,,,6030,3.78440018,-71.50669276
6594.769,,6040,3.603,9.65,Soldadura,sin costura,,,,,,,,,,,6040,3.78440178,-71.50673721
6598.372,,6050,11.978,9.65,Soldadura,sin costura,,,,,,,,,,,6050,3.784402965,-71.50677129
6598.798,,,,,Soporte externo,,6:00,,,,,,,,,,6050,3.784403103,-71.50677532
6607.637,,,,,Soporte externo,,6:00,,,,,,,,,,6050,3.784405977,-71.50685894
6610.351,,6060,12.037,9.65,Soldadura,sin costura,,,,,,,,,,,6060,3.78440686,-71.50688461
6617.972,,,,,Soporte externo,,6:00,,,,,,,,,,6060,3.784413032,-71.50695636
6622.387,,6070,5.096,9.65,Soldadura,sin costura,,,,,,,,,,,6070,3.784419362,-71.50699767
6627.483,,6080,11.999,9.65,Soldadura,sin costura,,,,,,,,,,,6080,3.784431966,-71.50704407
6628.239,,,,,Soporte externo,,6:00,,,,,,,,,,6080,3.784434214,-71.50705087
6638.519,,,,,Soporte externo,,6:00,,,,,,,,,,6080,3.784470147,-71.5071411
6639.482,,6090,11.964,9.65,Soldadura,sin costura,,,,,,,,,,,6090,3.784474042,-71.50714934
6648.398,,,,,Soporte externo,,6:00,,,,,,,,,,6090,3.78450775,-71.50722668
6651.446,,6100,6.105,9.65,Soldadura,sin costura,,,,,,,,,,,6100,3.784518748,-71.50725336
6657.551,,6110,12.037,9.65,Soldadura,sin costura,,,,,,,,,,,6110,3.784540736,-71.5073068
6658.748,,,,,Soporte externo,,6:00,,,,,,,,,,6110,3.784545045,-71.50731727
6668.923,,,,,Soporte externo,,6:00,,,,,,,,,,6110,3.784583095,-71.50740574
6669.588,,6120,12.027,9.65,Soldadura,sin costura,,,,,,,,,,,6120,3.784585625,-71.50741151
6679.585,,,,,Soporte externo,,6:00,,,,,,,,,,6120,3.784628991,-71.50749556
6681.616,,6130,12.038,9.65,Soldadura,sin costura,,,,,,,,,,,6130,3.784635824,-71.50751327
6689.838,,,,,Soporte externo,,6:00,,,,,,,,,,6130,3.784648264,-71.50759009
6693.653,,6140,12.042,9.65,Soldadura,sin costura,,,,,,,,,,,6140,3.784646828,-71.50762607
6700.351,,,,,Soporte externo,,6:00,,,,,,,,,,6140,3.784642266,-71.5076893
6705.695,,6150,6.57,9.65,Soldadura,sin costura,,,,,,,,,,,6150,3.784636928,-71.5077396
6709.887,,,,,Soporte externo,,6:00,,,,,,,,,,6150,3.784632723,-71.50777906
6712.265,,6160,11.96,9.65,Soldadura,sin costura,,,,,,,,,,,6160,3.784630282,-71.50780144
6717.905,,,,,Marcador sobre el Terreno  / Pole No. 7,,,,,,,,,,,,6160,3.784624492,-71.50785451
6720.504,,,,,Soporte externo,,6:00,,,,,,,,,,6160,3.784621444,-71.50787892
6724.224,,6170,11.99,9.65,Soldadura,sin costura,,,,,,,,,,,6170,3.784616832,-71.50791382
6730.458,,,,,Soporte externo,,6:00,,,,,,,,,,6170,3.784609104,-71.50797232
6736.215,,6180,12.026,9.65,Soldadura,sin costura,,,,,,,,,,,6180,3.784601967,-71.50802635
6740.752,,,,,Soporte externo,,6:00,,,,,,,,,,6180,3.784596341,-71.50806892
6748.240,,6190,12.04,9.65,Soldadura,sin costura,,,,,,,,,,,6190,3.784587057,-71.50813919
6750.095,,,,,Soporte externo,,6:00,,,,,,,,,,6190,3.784584757,-71.50815659
6757.696,,,,,Soporte externo,,6:00,,,,,,,,,,6190,3.784575384,-71.50822793
6760.281,,6200,12.04,9.65,Soldadura,sin costura,,,,,,,,,,,6200,3.784572317,-71.5082522
6764.886,,,,,Soporte externo,,6:00,,,,,,,,,,6200,3.784566854,-71.50829545
6772.320,,6210,12.017,9.65,Soldadura,sin costura,,,,,,,,,,,6210,3.784559368,-71.50836541
6774.405,,,,,Soporte externo,,6:00,,,,,,,,,,6210,3.784557355,-71.50838504
6784.337,,6220,12.004,9.65,Soldadura,sin costura,,,,,,,,,,,6220,3.784547762,-71.50847856
6784.771,,,,,Soporte externo,,6:00,,,,,,,,,,6220,3.784547343,-71.50848265
6794.924,,,,,Soporte externo,,6:00,,,,,,,,,,6220,3.784537538,-71.50857825
6796.341,,6230,12.027,9.65,Soldadura,sin costura,,,,,,,,,,,6230,3.78453617,-71.50859159
6804.618,,,,,Soporte externo,,6:00,,,,,,,,,,6230,3.784528176,-71.50866953
6808.368,,6240,12.037,9.65,Soldadura,sin costura,,,,,,,,,,,6240,3.784524555,-71.50870484
6814.514,,,,,Soporte externo,,6:00,,,,,,,,,,6240,3.78451862,-71.50876271
6820.405,,6250,11.99,9.65,Soldadura,sin costura,,,,,,,,,,,6250,3.784512931,-71.50881818
6824.910,,,,,Soporte externo,,6:00,,,,,,,,,,6250,3.784508809,-71.50886062
6832.394,,6260,12.012,9.65,Soldadura,sin costura,,,,,,,,,,,6260,3.784502611,-71.50893119
6835.271,,,,,Soporte externo,,6:00,,,,,,,,,,6260,3.784500381,-71.50895833
6844.407,,6270,12.042,9.65,Soldadura,sin costura,,,,,,,,,,,6270,3.784493292,-71.50904451
6845.053,,,,,Soporte externo,,6:00,,,,,,,,,,6270,3.784492773,-71.50905061
6855.389,,,,,Soporte externo,,6:00,,,,,,,,,,6270,3.784484468,-71.50914809
6856.449,,6280,11.997,9.65,Soldadura,sin costura,,,,,,,,,,,6280,3.784483617,-71.50915808
6865.517,,,,,Soporte externo,,6:00,,,,,,,,,,6280,3.784479468,-71.50924375
6868.446,,6290,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,6290,3.78447925,-71.50927148
6875.742,,,,,Soporte externo,,6:00,,,,,,,,,,6290,3.784480886,-71.5093405
6880.470,,6300,12.036,9.65,Soldadura,sin costura,,,,,,,,,,,6300,3.784482689,-71.50938522
6885.881,,,,,Soporte externo,,6:00,,,,,,,,,,6300,3.784486589,-71.50943628
6892.506,,6310,11.96,9.65,Soldadura,sin costura,,,,,,,,,,,6310,3.784491365,-71.50949881
6895.312,,,,,Soporte externo,,6:00,,,,,,,,,,6310,3.784493387,-71.50952529
6904.466,,6320,5.291,9.65,Soldadura,sin costura,,,,,,,,,,,6320,3.784499985,-71.50961169
6905.794,,,,,Soporte externo,,6:00,,,,,,,,,,6320,3.784500942,-71.50962422
6909.757,,6330,12.032,9.65,Soldadura,sin costura,,,,,,,,,,,6330,3.784503799,-71.50966162
6916.050,,,,,Soporte externo,,6:00,,,,,,,,,,6330,3.784508334,-71.50972102
6921.788,,6340,12.019,9.65,Soldadura,sin costura,,,,,,,,,,,6340,3.784512469,-71.50977517
6926.089,,,,,Soporte externo,,6:00,,,,,,,,,,6340,3.78451557,-71.50981576
6933.807,,6350,2.841,9.65,Soldadura,sin costura,,,,,,,,,,,6350,3.784521133,-71.50988861
6936.648,,6360,11.981,9.65,Soldadura,sin costura,,,,,,,,,,,6360,3.78452318,-71.50991542
6937.000,,,,,Soporte externo,,6:00,,,,,,,,,,6360,3.784523434,-71.50991874
6947.054,,,,,Soporte externo,,6:00,,,,,,,,,,6360,3.784530706,-71.51001363
6948.629,,6370,12.038,9.65,Soldadura,sin costura,,,,,,,,,,,6370,3.784531946,-71.51002849
6957.495,,,,,Soporte externo,,6:00,,,,,,,,,,6370,3.784538979,-71.51011211
6960.667,,6380,11.979,9.65,Soldadura,sin costura,,,,,,,,,,,6380,3.784541604,-71.51014202
6966.829,,,,,Soporte externo,,6:00,,,,,,,,,,6380,3.784546704,-71.51020012
6972.645,,6390,6.104,9.65,Soldadura,sin costura,,,,,,,,,,,6390,3.784551517,-71.51025496
6977.037,,,,,Soporte externo,,6:00,,,,,,,,,,6390,3.78455533,-71.51029636
6977.369,-4.724,,,,Anomalía  / Anomalía de Manufactura,,6:48,INT,PITT,11,,,,11,15,0.43,6390,3.784555636,-71.51029949
6978.750,,6400,12.022,9.65,Soldadura,sin costura,,,,,,,,,,,6400,3.784556912,-71.5103125
6984.785,,,,,Soporte externo,,6:00,,,,,,,,,,6400,3.784562646,-71.51036932
6990.772,,6410,5.05,9.65,Soldadura,sin costura,,,,,,,,,,,6410,3.784576932,-71.51042416
6994.803,,,,,Soporte externo,,6:00,,,,,,,,,,6410,3.784587697,-71.51046066
6995.822,,6420,12.011,9.65,Soldadura,sin costura,,,,,,,,,,,6420,3.784591897,-71.51046934
7007.832,,6430,4.116,9.65,Soldadura,sin costura,,,,,,,,,,,6430,3.784644517,-71.51057
7011.949,,6440,12.009,9.65,Soldadura,sin costura,,,,,,,,,,,6440,3.784664482,-71.51060346
7015.239,,,,,Soporte externo,,6:00,,,,,,,,,,6440,3.784680218,-71.51063034
7016.764,,,,,Soporte externo,,6:00,,,,,,,,,,6440,3.784687462,-71.51064282
7023.958,,6450,1.925,9.65,Soldadura,sin costura,,,,,,,,,,,6450,3.784720269,-71.51070241
7025.245,,,,,Soporte externo,,6:00,,,,,,,,,,6450,3.784725158,-71.51071357
7025.884,,6460,12.001,9.65,Soldadura,sin costura,,,,,,,,,,,6460,3.784727586,-71.51071911
7026.792,,,,,Soporte externo,,6:00,,,,,,,,,,6460,3.784731035,-71.51072698
7034.842,-8.958,,,,Anomalía  / Anomalía de Manufactura,,4:39,INT,PITT,12,,,,11,15,0.43,6460,3.784755475,-71.51079866
7036.270,,,,,Soporte externo,,6:00,,,,,,,,,,6460,3.784757932,-71.51081195
7037.885,,6470,11.998,9.65,Soldadura,sin costura,,,,,,,,,,,6470,3.784760711,-71.51082698
7045.867,,,,,Soporte externo,,6:00,,,,,,,,,,6470,3.784773596,-71.51090142
7049.882,,6480,10.781,9.65,Soldadura,sin costura,,,,,,,,,,,6480,3.784779743,-71.51093893
7056.385,,,,,Soporte externo,,6:00,,,,,,,,,,6480,3.784789681,-71.51099967
7060.664,,6490,11.981,9.65,Soldadura,sin costura,,,,,,,,,,,6490,3.784796235,-71.51103964
7066.497,,,,,Soporte externo,,6:00,,,,,,,,,,6490,3.784805458,-71.51109408
7072.645,,6500,2.03,9.65,Soldadura,sin costura,,,,,,,,,,,6500,3.784815294,-71.51115143
7074.675,,6510,12.014,9.65,Soldadura,sin costura,,,,,,,,,,,6510,3.784818586,-71.51117037
7077.090,,,,,Soporte externo,,6:00,,,,,,,,,,6510,3.784822503,-71.51119289
7086.562,,,,,Soporte externo,,6:00,,,,,,,,,,6510,3.784837864,-71.51128122
7086.689,,6520,2.792,9.65,Soldadura,sin costura,,,,,,,,,,,6520,3.78483807,-71.5112824
7089.481,,6530,12.013,9.65,Soldadura,sin costura,,,,,,,,,,,6530,3.784842621,-71.51130843
7096.956,,,,,Soporte externo,,6:00,,,,,,,,,,6530,3.784854986,-71.5113781
7101.494,,6540,11.985,9.65,Soldadura,sin costura,,,,,,,,,,,6540,3.784862626,-71.51142037
7106.829,,,,,Soporte externo,,6:00,,,,,,,,,,6540,3.784871671,-71.51147005
7113.479,,6550,6.816,9.65,Soldadura,sin costura,,,,,,,,,,,6550,3.784882944,-71.51153198
7117.016,,,,,Soporte externo,,6:00,,,,,,,,,,6550,3.78488894,-71.51156491
7120.295,,6560,11.949,9.65,Soldadura,sin costura,,,,,,,,,,,6560,3.784894498,-71.51159545
7125.555,-5.26,,,,Anomalía  / Anomalía de Manufactura,,10:08,INT,PITT,13,,,,13,15,0.43,6560,3.784903414,-71.51164443
7127.216,,,,,Soporte externo,,6:00,,,,,,,,,,6560,3.78490623,-71.5116599
7132.244,,6570,12.01,9.65,Soldadura,sin costura,,,,,,,,,,,6570,3.784914753,-71.51170672
7137.352,,,,,Soporte externo,,6:00,,,,,,,,,,6570,3.784923345,-71.5117543
7144.255,,6580,12.025,9.65,Soldadura,sin costura,,,,,,,,,,,6580,3.78493463,-71.51181866
7147.555,,,,,Soporte externo,,6:00,,,,,,,,,,6580,3.78493993,-71.51184944
7156.279,,6590,5.899,9.65,Soldadura,sin costura,,,,,,,,,,,6590,3.784952798,-71.51193097
7157.752,,,,,Soporte externo,,6:00,,,,,,,,,,6590,3.784953863,-71.51194488
7162.178,,6600,12.03,9.65,Soldadura,sin costura,,,,,,,,,,,6600,3.784957063,-71.51198665
7167.839,,,,,Soporte externo,,6:00,,,,,,,,,,6600,3.784959118,-71.51204016
7174.208,,6610,12.021,9.65,Soldadura,sin costura,,,,,,,,,,,6610,3.784959648,-71.51210044
7177.967,,,,,Soporte externo,,6:00,,,,,,,,,,6610,3.784958836,-71.51213602
7186.229,,6620,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,6620,3.784957051,-71.5122142
7188.206,,,,,Soporte externo,,6:00,,,,,,,,,,6620,3.784956623,-71.51223291
7198.253,,6630,12.036,9.65,Soldadura,sin costura,,,,,,,,,,,6630,3.784954211,-71.51232797
7198.949,,,,,Soporte externo,,6:00,,,,,,,,,,6630,3.784954028,-71.51233456
7208.360,,,,,Soporte externo,,6:00,,,,,,,,,,6630,3.784951453,-71.5124236
7210.289,,6640,12.031,9.65,Soldadura,sin costura,,,,,,,,,,,6640,3.784950912,-71.51244185
7218.682,,,,,Soporte externo,,6:00,,,,,,,,,,6640,3.784948419,-71.51252126
7222.320,,6650,11.968,9.65,Soldadura,sin costura,,,,,,,,,,,6650,3.784947157,-71.51255567
7228.899,,,,,Soporte externo,,6:00,,,,,,,,,,6650,3.784943811,-71.51261785
7234.288,,6660,12.003,9.65,Soldadura,sin costura,,,,,,,,,,,6660,3.78494107,-71.51266879
7239.049,,,,,Soporte externo,,6:00,,,,,,,,,,6660,3.784938649,-71.51271379
7246.291,,6670,12.047,9.65,Soldadura,sin costura,,,,,,,,,,,6670,3.784942924,-71.51278209
7249.252,,,,,Soporte externo,,6:00,,,,,,,,,,6670,3.784945472,-71.51281
7258.338,,6680,11.999,9.65,Soldadura,sin costura,,,,,,,,,,,6680,3.784976486,-71.51288996
7259.338,,,,,Soporte externo,,6:00,,,,,,,,,,6680,3.784980612,-71.51289839
7269.749,,,,,Soporte externo,,6:00,,,,,,,,,,6680,3.785046843,-71.5129705
7270.337,,6690,11.985,9.65,Soldadura,sin costura,,,,,,,,,,,6690,3.785051641,-71.51297332
7279.553,,,,,Soporte externo,,6:00,,,,,,,,,,6690,3.78512854,-71.51301361
7282.322,,6700,12.048,9.65,Soldadura,sin costura,,,,,,,,,,,6700,3.785153689,-71.51302099
7289.903,,,,,Soporte externo,,6:00,,,,,,,,,,6700,3.785223252,-71.51303809
7294.370,,6710,11.023,9.65,Soldadura,sin costura,,,,,,,,,,,6710,3.78526497,-71.51304497
7299.975,,,,,Soporte externo,,6:00,,,,,,,,,,6710,3.785317293,-71.51305375
7305.393,,6720,11.984,9.65,Soldadura,sin costura,,,,,,,,,,,6720,3.785367854,-71.51306232
7310.214,,,,,Soporte externo,,6:00,,,,,,,,,,6720,3.785412815,-71.51307013
7317.377,,6730,12.047,9.65,Soldadura,sin costura,,,,,,,,,,,6730,3.785479609,-71.51308177
7320.259,,,,,Soporte externo,,6:00,,,,,,,,,,6730,3.785506483,-71.51308645
7329.424,,6740,12.003,9.65,Soldadura,sin costura,,,,,,,,,,,6740,3.785591817,-71.51310205
7330.451,,,,,Soporte externo,,6:00,,,,,,,,,,6740,3.785601363,-71.51310388
7340.601,,,,,Soporte externo,,6:00,,,,,,,,,,6740,3.78569584,-71.51312132
7341.427,,6750,12.018,9.65,Soldadura,sin costura,,,,,,,,,,,6750,3.785703536,-71.5131227
7350.849,,,,,Soporte externo,,6:00,,,,,,,,,,6750,3.785791411,-71.51313791
7353.444,,6760,12.027,9.65,Soldadura,sin costura,,,,,,,,,,,6760,3.785815622,-71.51314206
7360.910,,,,,Soporte externo,,6:00,,,,,,,,,,6760,3.785885097,-71.51315499
7365.471,,6770,11.985,9.65,Soldadura,sin costura,,,,,,,,,,,6770,3.78592753,-71.51316294
7371.121,,,,,Soporte externo,,6:00,,,,,,,,,,6770,3.785980084,-71.51317285
7377.457,,6780,5.924,9.65,Soldadura,sin costura,,,,,,,,,,,6780,3.78603902,-71.51318395
7381.139,,,,,Soporte externo,,6:00,,,,,,,,,,6780,3.786073269,-71.51319041
7383.380,,6790,12.035,9.65,Soldadura,sin costura,,,,,,,,,,,6790,3.786093609,-71.51319629
7391.322,,,,,Soporte externo,,6:00,,,,,,,,,,6790,3.786164984,-71.51321989
7395.415,,6800,12.027,9.65,Soldadura,sin costura,,,,,,,,,,,6800,3.78620161,-71.51323252
7401.520,,,,,Soporte externo,,6:00,,,,,,,,,,6800,3.786256238,-71.51325136
7407.442,,6810,12.024,9.65,Soldadura,sin costura,,,,,,,,,,,6810,3.78630923,-71.51326963
7411.786,,,,,Soporte externo,,6:00,,,,,,,,,,6810,3.786348057,-71.51328317
7416.135,-8.693,,,,Anomalía  / Anomalía de Manufactura,,7:04,INT,PITT,10,,,,11,15,0.43,6810,3.786386854,-71.51329692
7419.467,,6820,12.037,9.65,Soldadura,sin costura,,,,,,,,,,,6820,3.78641658,-71.51330746
7421.967,,,,,Soporte externo,,6:00,,,,,,,,,,6820,3.786438868,-71.51331541
7431.503,,6830,12.023,9.65,Soldadura,sin costura,,,,,,,,,,,6830,3.786524024,-71.51334533
7432.012,,,,,Soporte externo,,6:00,,,,,,,,,,6830,3.78652859,-71.51334687
7442.934,,,,,Soporte externo,,6:00,,,,,,,,,,6830,3.786626389,-71.51338037
7443.526,,6840,11.98,9.65,Soldadura,sin costura,,,,,,,,,,,6840,3.786631675,-71.51338224
7453.076,,,,,Soporte externo,,6:00,,,,,,,,,,6840,3.786715545,-71.51341577
7455.506,,6850,9.013,9.65,Soldadura,sin costura,,,,,,,,,,,6850,3.786736582,-71.51342507
7462.491,,,,,Soporte externo,,6:00,,,,,,,,,,6850,3.786796454,-71.51345311
7464.519,,6860,11.979,9.65,Soldadura,sin costura,,,,,,,,,,,6860,3.786813773,-71.51346138
7471.567,,,,,Soporte externo,,6:00,,,,,,,,,,6860,3.786873073,-71.51349191
7476.498,,6870,11.978,9.65,Soldadura,sin costura,,,,,,,,,,,6870,3.786914253,-71.51351388
7482.966,,,,,Soporte externo,,6:00,,,,,,,,,,6870,3.786968271,-71.5135427
7488.476,,6880,11.987,9.65,Soldadura,sin costura,,,,,,,,,,,6880,3.787014289,-71.51356724
7493.808,,,,,Soporte externo,,6:00,,,,,,,,,,6880,3.787058819,-71.513591
7500.463,,6890,12.037,9.65,Soldadura,sin costura,,,,,,,,,,,6890,3.787114397,-71.51362065
7503.368,,,,,Soporte externo,,6:00,,,,,,,,,,6890,3.787138657,-71.51363359
7512.500,,6900,12.009,9.65,Soldadura,sin costura,,,,,,,,,,,6900,3.787214924,-71.51367427
7514.050,,,,,Soporte externo,,6:00,,,,,,,,,,6900,3.787227869,-71.51368118
7524.123,,,,,Soporte externo,,6:00,,,,,,,,,,6900,3.787311992,-71.51372605
7524.509,,6910,12.022,9.65,Soldadura,sin costura,,,,,,,,,,,6910,3.787315217,-71.51372777
7533.648,,,,,Soporte externo,,6:00,,,,,,,,,,6910,3.787391584,-71.51376841
7536.532,,6920,12.046,9.65,Soldadura,sin costura,,,,,,,,,,,6920,3.78741572,-71.51378116
7544.116,,,,,Soporte externo,,6:00,,,,,,,,,,6920,3.787479192,-71.51381469
7548.578,,6930,12.003,9.65,Soldadura,sin costura,,,,,,,,,,,6930,3.787516535,-71.51383442
7554.275,,,,,Soporte externo,,6:00,,,,,,,,,,6930,3.78756432,-71.51385941
7560.581,,6940,11.98,9.65,Soldadura,sin costura,,,,,,,,,,,6940,3.787617412,-71.51388668
7564.525,,,,,Soporte externo,,6:00,,,,,,,,,,6940,3.787650617,-71.51390375
7572.560,,6950,11.984,9.65,Soldadura,sin costura,,,,,,,,,,,6950,3.787717827,-71.51393929
7574.545,,,,,Soporte externo,,6:00,,,,,,,,,,6950,3.787733936,-71.51394896
7584.117,,,,,Soporte externo,,6:00,,,,,,,,,,6950,3.787806232,-71.51400241
7584.545,,6960,12.038,9.65,Soldadura,sin costura,,,,,,,,,,,6960,3.787809066,-71.51400531
7593.567,,,,,Soporte externo,,6:00,,,,,,,,,,6960,3.787860554,-71.51407236
7596.582,,6970,12.006,9.65,Soldadura,sin costura,,,,,,,,,,,6970,3.787873889,-71.51409759
7605.023,,,,,Soporte externo,,6:00,,,,,,,,,,6970,3.787911089,-71.5141683
7608.588,,6980,2.306,9.65,Soldadura,sin costura,,,,,,,,,,,6980,3.787926774,-71.51419817
7610.894,,6990,12.001,9.65,Soldadura,sin costura,,,,,,,,,,,6990,3.787937076,-71.51421742
