distancia_inicio_m,distancia_fin_m,junta,lat,lon,altura_m,diametro,espesor,SMYS,longitud_tubo_m,tipo_costura
21371.362,21383.66,GW19270,5.314836389,-72.42625306,321.71,355.6,8.74,60000,12.298,ERW
21383.66,21395.965,GW19280,5.3148025,-72.42635833,322.241,355.6,8.74,60000,12.305,ERW
21395.965,21408.261,GW19290,5.314768889,-72.42646333,322.76,355.6,8.74,60000,12.296,ERW
21408.261,21420.544,GW19300,5.314735278,-72.42656889,322.87,355.6,8.74,60000,12.283,ERW
21420.544,21432.844,GW19310,5.314703333,-72.42667444,322.471,355.6,8.74,60000,12.3,ERW
21432.844,21445.139,GW19320,5.31467,-72.42677972,321.972,355.6,8.74,60000,12.295,ERW
21445.139,21457.457,GW19330,5.314635,-72.42688444,321.642,355.6,8.74,60000,12.318,ERW
21457.457,21469.762,GW19340,5.314586389,-72.42698333,320.963,355.6,8.74,60000,12.305,ERW
21469.762,21480.784,GW19350,5.314526111,-72.42707611,320.288,355.6,8.74,60000,11.022,ERW
21480.784,21493.145,GW19360,5.314473333,-72.42715972,319.372,355.6,8.74,60000,12.361,ERW
21493.145,21505.439,GW19370,5.314415278,-72.42725444,319.086,355.6,8.74,60000,12.294,ERW
21505.439,21506.489,GW19380,5.314356389,-72.42734778,318.712,355.6,21.68,60000,1.05,ERW
21506.489,21518.647,GW19390,5.314351389,-72.42735583,318.646,355.6,8.74,60000,12.158,ERW
21518.647,21530.917,GW19400,5.314293056,-72.42744806,317.925,355.6,8.74,60000,12.27,ERW
21530.917,21542.99,GW19410,5.314233889,-72.42754111,317.423,355.6,8.74,60000,12.073,ERW
21542.99,21555.204,GW19420,5.314175,-72.4276325,317.096,355.6,8.74,60000,12.214,ERW
21555.204,21560.764,GW19430,5.314115556,-72.427725,317.097,355.6,8.74,60000,5.56,ERW
21560.764,21573.048,GW19440,5.314088889,-72.42776694,317.285,355.6,8.74,60000,12.284,ERW
21573.048,21585.362,GW19450,5.314015556,-72.42784889,317.137,355.6,8.74,60000,12.314,ERW
21585.362,21592.016,GW19460,5.31392,-72.42790222,316.635,355.6,8.74,60000,6.654,ERW
21592.016,21599.525,GW19470,5.313862778,-72.42792,316.297,355.6,8.74,60000,7.509,ERW
21599.525,21611.812,GW19480,5.313798333,-72.42794028,315.78,355.6,8.74,60000,12.287,ERW
21611.812,21624.105,GW19490,5.313693056,-72.42797306,314.669,355.6,8.74,60000,12.293,ERW
21624.105,21636.268,GW19500,5.313587222,-72.428005,313.92,355.6,8.74,60000,12.163,ERW
21636.268,21640.979,GW19510,5.313482222,-72.42803611,313.728,355.6,8.74,60000,4.711,ERW
21640.979,21653.259,GW19520,5.313441667,-72.42804833,313.766,355.6,8.74,60000,12.28,ERW
21653.259,21665.259,GW19530,5.313335833,-72.42808028,313.366,355.6,8.74,60000,12.0,ERW
21665.259,21677.548,GW19540,5.313232778,-72.42811222,312.941,355.6,8.74,60000,12.289,ERW
21677.548,21689.826,GW19550,5.313128333,-72.42814917,312.811,355.6,8.74,60000,12.278,ERW
21689.826,21702.049,GW19560,5.313027222,-72.42819389,312.458,355.6,8.74,60000,12.223,ERW
21702.049,21714.337,GW19570,5.312929444,-72.42824417,312.37,355.6,8.74,60000,12.288,ERW
21714.337,21726.624,GW19580,5.312832222,-72.42829694,312.31,355.6,8.74,60000,12.287,ERW
21726.624,21738.921,GW19590,5.3127375,-72.42835417,312.114,355.6,8.74,60000,12.297,ERW
21738.921,21751.223,GW19600,5.312646667,-72.42841722,312.006,355.6,8.74,60000,12.302,ERW
21751.223,21763.511,GW19610,5.312558889,-72.42848472,311.966,355.6,8.74,60000,12.288,ERW
21763.511,21775.815,GW19620,5.312476944,-72.42855917,311.922,355.6,8.74,60000,12.304,ERW
21775.815,21787.823,GW19630,5.312400556,-72.42863917,311.958,355.6,8.74,60000,12.008,ERW
21787.823,21800.112,GW19640,5.312328333,-72.42871944,312.074,355.6,8.74,60000,12.289,ERW
21800.112,21812.117,GW19650,5.312258889,-72.42880528,312.25,355.6,8.74,60000,12.005,ERW
21812.117,21824.409,GW19660,5.312196944,-72.42889389,312.44,355.6,8.74,60000,12.292,ERW
21824.409,21836.707,GW19670,5.31214,-72.42898833,312.466,355.6,8.74,60000,12.298,ERW
21836.707,21846.815,GW19680,5.312088333,-72.42908611,312.419,355.6,8.74,60000,10.108,ERW
21846.815,21859.108,GW19690,5.312048611,-72.42916778,312.303,355.6,8.74,60000,12.293,ERW
21859.108,21871.414,GW19700,5.312003056,-72.42926833,311.965,355.6,8.74,60000,12.306,ERW
21871.414,21883.723,GW19710,5.311957222,-72.42936917,311.372,355.6,8.74,60000,12.309,ERW
21883.723,21896.015,GW19720,5.311911389,-72.42946972,310.784,355.6,8.74,60000,12.292,ERW
21896.015,21908.333,GW19730,5.311865,-72.42956972,310.14,355.6,8.74,60000,12.318,ERW
21908.333,21913.588,GW19740,5.311817778,-72.42967,309.575,355.6,8.74,60000,5.255,ERW
21913.588,21925.891,GW19750,5.3117975,-72.4297125,309.191,355.6,8.74,60000,12.303,ERW
21925.891,21938.179,GW19760,5.311750556,-72.42981194,307.789,355.6,8.74,60000,12.288,ERW
21938.179,21950.558,GW19770,5.311706389,-72.42991139,305.792,355.6,8.74,60000,12.379,ERW
21950.558,21962.858,GW19780,5.311661667,-72.43001194,305.826,355.6,8.74,60000,12.3,ERW
21962.858,21975.17,GW19790,5.311616944,-72.43011139,307.834,355.6,8.74,60000,12.312,ERW
21975.17,21987.467,GW19800,5.311573056,-72.43021111,309.904,355.6,8.74,60000,12.297,ERW
21987.467,21994.463,GW19810,5.311528056,-72.43031139,311.181,355.6,8.74,60000,6.996,ERW
21994.463,22006.769,GW19820,5.311502222,-72.43036861,311.358,355.6,8.74,60000,12.306,ERW
22006.769,22019.092,GW19830,5.311456111,-72.43046917,311.426,355.6,8.74,60000,12.323,ERW
22019.092,22031.398,GW19840,5.311409722,-72.43057,311.362,355.6,8.74,60000,12.306,ERW
22031.398,22043.701,GW19850,5.311364444,-72.43067083,311.283,355.6,8.74,60000,12.303,ERW
22043.701,22055.987,GW19860,5.311319444,-72.43077194,311.452,355.6,8.74,60000,12.286,ERW
22055.987,22068.289,GW19870,5.311275,-72.43087306,311.579,355.6,8.74,60000,12.302,ERW
22068.289,22080.58,GW19880,5.311231111,-72.43097444,311.76,355.6,8.74,60000,12.291,ERW
22080.58,22092.861,GW19890,5.3111875,-72.43107611,311.924,355.6,8.74,60000,12.281,ERW
22092.861,22105.046,GW19900,5.311144167,-72.43117778,312.005,355.6,8.74,60000,12.185,ERW
22105.046,22117.328,GW19910,5.311096389,-72.43127611,312.146,355.6,8.74,60000,12.282,ERW
22117.328,22129.613,GW19920,5.311043889,-72.43137333,312.193,355.6,8.74,60000,12.285,ERW
22129.613,22141.872,GW19930,5.31099,-72.43146972,312.067,355.6,8.74,60000,12.259,ERW
22141.872,22146.736,GW19940,5.310934167,-72.431565,311.793,355.6,8.74,60000,4.864,ERW
22146.736,22148.103,GW19950,5.310916389,-72.43160472,311.758,355.6,8.74,60000,1.367,ERW
22148.103,22159.956,GW19960,5.310911667,-72.43161611,311.76,355.6,8.74,60000,11.853,ERW
22159.956,22165.956,GW19970,5.310878056,-72.43171722,311.801,355.6,8.74,60000,6.0,ERW
22165.956,22178.092,GW19980,5.310863611,-72.43176917,311.715,355.6,8.74,60000,12.136,ERW
22178.092,22188.717,GW19990,5.310831667,-72.43187333,311.435,355.6,8.74,60000,10.625,ERW
22188.717,22200.443,GW20000,5.310777222,-72.43195,310.497,355.6,8.74,60000,11.726,ERW
22200.443,22212.271,GW20010,5.3106875,-72.43200222,308.956,355.6,8.74,60000,11.828,ERW
22212.271,22224.444,GW20020,5.310594167,-72.43203806,305.129,355.6,8.74,60000,12.173,ERW
22224.444,22236.699,GW20030,5.310503611,-72.43207528,299.601,355.6,8.74,60000,12.255,ERW
22236.699,22249.031,GW20040,5.310404444,-72.43211639,297.616,355.6,8.74,60000,12.332,ERW
22249.031,22260.622,GW20050,5.310304722,-72.43215667,300.219,355.6,8.74,60000,11.591,ERW
22260.622,22272.757,GW20060,5.310208889,-72.43219417,301.473,355.6,8.74,60000,12.135,ERW
22272.757,22284.898,GW20070,5.310111111,-72.4322425,301.329,355.6,8.74,60000,12.141,ERW
22284.898,22296.179,GW20080,5.310016667,-72.4322975,301.629,355.6,8.74,60000,11.281,ERW
22296.179,22301.679,GW20090,5.309929444,-72.43234889,302.417,355.6,8.74,60000,5.5,ERW
22301.679,22307.18,GW20100,5.309886667,-72.43237361,302.836,355.6,8.74,60000,5.501,ERW
22307.18,22313.561,GW20110,5.309844167,-72.43239861,303.338,355.6,8.74,60000,6.381,ERW
22313.561,22319.272,GW20120,5.309796667,-72.43243,303.968,355.6,8.74,60000,5.711,ERW
22319.272,22321.989,GW20130,5.309755278,-72.43246056,304.475,355.6,8.74,60000,2.717,ERW
22321.989,22327.544,GW20140,5.309736111,-72.43247528,304.727,355.6,8.74,60000,5.555,ERW
22327.544,22339.546,GW20150,5.309696944,-72.43250611,305.251,355.6,8.74,60000,12.002,ERW
22339.546,22351.857,GW20160,5.309618056,-72.43257889,306.338,355.6,8.74,60000,12.311,ERW
22351.857,22364.133,GW20170,5.309546944,-72.43266333,307.208,355.6,8.74,60000,12.276,ERW
22364.133,22373.746,GW20180,5.309476111,-72.43274806,307.816,355.6,8.74,60000,9.613,ERW
22373.746,22386.026,GW20190,5.309420833,-72.432815,308.3,355.6,8.74,60000,12.28,ERW
22386.026,22398.303,GW20200,5.309350833,-72.43290056,308.987,355.6,8.74,60000,12.277,ERW
22398.303,22409.654,GW20210,5.309280278,-72.43298611,309.442,355.6,8.74,60000,11.351,ERW
22409.654,22420.962,GW20220,5.309215278,-72.43306528,309.638,355.6,8.74,60000,11.308,ERW
22420.962,22433.215,GW20230,5.309153889,-72.43314667,309.85,355.6,8.74,60000,12.253,ERW
22433.215,22444.381,GW20240,5.309090556,-72.4332375,310.095,355.6,8.74,60000,11.166,ERW
22444.381,22456.618,GW20250,5.309032778,-72.43332,310.006,355.6,8.74,60000,12.237,ERW
22456.618,22468.846,GW20260,5.308968889,-72.43341,309.875,355.6,8.74,60000,12.228,ERW
22468.846,22480.204,GW20270,5.308905,-72.4335,309.669,355.6,8.74,60000,11.358,ERW
22480.204,22492.402,GW20280,5.308845833,-72.43358389,309.498,355.6,8.74,60000,12.198,ERW
22492.402,22504.593,GW20290,5.3087825,-72.43367389,309.229,355.6,8.74,60000,12.191,ERW
22504.593,22516.767,GW20300,5.308719444,-72.43376389,309.086,355.6,8.74,60000,12.174,ERW
22516.767,22528.075,GW20310,5.308656389,-72.43385389,308.982,355.6,8.74,60000,11.308,ERW
22528.075,22539.281,GW20320,5.308597778,-72.4339375,308.861,355.6,8.74,60000,11.206,ERW
22539.281,22550.484,GW20330,5.308539444,-72.43402028,308.725,355.6,8.74,60000,11.203,ERW
22550.484,22562.6,GW20340,5.308481389,-72.43410278,308.477,355.6,8.74,60000,12.116,ERW
22562.6,22574.711,GW20350,5.308418333,-72.43419222,308.266,355.6,8.74,60000,12.111,ERW
22574.711,22585.852,GW20360,5.308355,-72.43428139,308.131,355.6,8.74,60000,11.141,ERW
22585.852,22597.923,GW20370,5.308296944,-72.43436361,308.033,355.6,8.74,60000,12.071,ERW
22597.923,22610.003,GW20380,5.308233889,-72.4344525,307.888,355.6,8.74,60000,12.08,ERW
22610.003,22622.081,GW20390,5.308171111,-72.43454167,307.708,355.6,8.74,60000,12.078,ERW
22622.081,22631.336,GW20400,5.308108333,-72.43463083,307.598,355.6,8.74,60000,9.255,ERW
22631.336,22643.328,GW20410,5.308060278,-72.43469889,307.503,355.6,8.74,60000,11.992,ERW
22643.328,22655.328,GW20420,5.307997778,-72.43478722,307.343,355.6,8.74,60000,12.0,ERW
22655.328,22667.314,GW20430,5.307935556,-72.43487583,307.153,355.6,8.74,60000,11.986,ERW
22667.314,22679.3,GW20440,5.307873056,-72.43496444,306.995,355.6,8.74,60000,11.986,ERW
22679.3,22691.304,GW20450,5.307811111,-72.43505306,306.886,355.6,8.74,60000,12.004,ERW
22691.304,22703.116,GW20460,5.307748889,-72.43514167,306.843,355.6,8.74,60000,11.812,ERW
22703.116,22713.669,GW20470,5.3076875,-72.43522889,306.702,355.6,8.74,60000,10.553,ERW
22713.669,22725.876,GW20480,5.307632778,-72.43530667,306.467,355.6,8.74,60000,12.207,ERW
22725.876,22738.071,GW20490,5.307569167,-72.43539694,306.164,355.6,8.74,60000,12.195,ERW
22738.071,22750.282,GW20500,5.307506111,-72.43548694,306.064,355.6,8.74,60000,12.211,ERW
22750.282,22762.506,GW20510,5.307443056,-72.4355775,306.055,355.6,8.74,60000,12.224,ERW
22762.506,22774.726,GW20520,5.307380278,-72.43566806,306.061,355.6,8.74,60000,12.22,ERW
22774.726,22786.938,GW20530,5.307317778,-72.43575889,305.987,355.6,8.74,60000,12.212,ERW
22786.938,22799.146,GW20540,5.307255,-72.43584944,305.799,355.6,8.74,60000,12.208,ERW
22799.146,22811.364,GW20550,5.307191944,-72.43594,305.58,355.6,8.74,60000,12.218,ERW
22811.364,22823.563,GW20560,5.307129167,-72.43603056,305.471,355.6,8.74,60000,12.199,ERW
22823.563,22835.777,GW20570,5.307066389,-72.43612111,305.171,355.6,8.74,60000,12.214,ERW
22835.777,22847.999,GW20580,5.307003333,-72.43621139,304.872,355.6,8.74,60000,12.222,ERW
22847.999,22860.212,GW20590,5.306940278,-72.43630194,304.62,355.6,8.74,60000,12.213,ERW
22860.212,22872.428,GW20600,5.306876944,-72.43639222,304.361,355.6,8.74,60000,12.216,ERW
22872.428,22884.656,GW20610,5.306813333,-72.43648222,304.109,355.6,8.74,60000,12.228,ERW
22884.656,22896.884,GW20620,5.306749167,-72.43657222,303.899,355.6,8.74,60000,12.228,ERW
22896.884,22909.108,GW20630,5.306685278,-72.43666194,303.661,355.6,8.74,60000,12.224,ERW
22909.108,22921.329,GW20640,5.306621667,-72.43675222,303.474,355.6,8.74,60000,12.221,ERW
22921.329,22933.558,GW20650,5.306557222,-72.43684167,303.199,355.6,8.74,60000,12.229,ERW
22933.558,22945.776,GW20660,5.306493056,-72.43693167,302.99,355.6,8.74,60000,12.218,ERW
22945.776,22957.999,GW20670,5.306428889,-72.43702111,302.789,355.6,8.74,60000,12.223,ERW
22957.999,22970.216,GW20680,5.306363889,-72.43711028,302.642,355.6,8.74,60000,12.217,ERW
22970.216,22982.433,GW20690,5.306298611,-72.43719917,302.452,355.6,8.74,60000,12.217,ERW
22982.433,22994.642,GW20700,5.306233333,-72.43728806,302.323,355.6,8.74,60000,12.209,ERW
22994.642,23006.847,GW20710,5.306168056,-72.43737694,302.168,355.6,8.74,60000,12.205,ERW
23006.847,23019.05,GW20720,5.3061025,-72.43746556,302.012,355.6,8.74,60000,12.203,ERW
23019.05,23031.264,GW20730,5.306037778,-72.43755444,301.892,355.6,8.74,60000,12.214,ERW
23031.264,23043.47,GW20740,5.3059725,-72.43764361,301.76,355.6,8.74,60000,12.206,ERW
23043.47,23055.674,GW20750,5.3059075,-72.4377325,301.549,355.6,8.74,60000,12.204,ERW
23055.674,23067.883,GW20760,5.305841944,-72.43782111,301.415,355.6,8.74,60000,12.209,ERW
23067.883,23080.082,GW20770,5.305775833,-72.43790917,301.204,355.6,8.74,60000,12.199,ERW
23080.082,23092.284,GW20780,5.305709167,-72.43799694,301.001,355.6,8.74,60000,12.202,ERW
23092.284,23104.19,GW20790,5.305643333,-72.438085,300.882,355.6,8.74,60000,11.906,ERW
23104.19,23116.399,GW20800,5.305578333,-72.43817056,300.726,355.6,8.74,60000,12.209,ERW
23116.399,23128.324,GW20810,5.305501111,-72.43824889,300.381,355.6,8.74,60000,11.925,ERW
23128.324,23138.629,GW20820,5.305422778,-72.43832306,300.223,355.6,8.74,60000,10.305,ERW
23138.629,23150.831,GW20830,5.305355556,-72.43838722,299.897,355.6,8.74,60000,12.202,ERW
23150.831,23163.017,GW20840,5.305275833,-72.43846333,299.605,355.6,8.74,60000,12.186,ERW
23163.017,23175.204,GW20850,5.305196389,-72.43853944,299.122,355.6,8.74,60000,12.187,ERW
23175.204,23187.382,GW20860,5.305116944,-72.43861528,298.701,355.6,8.74,60000,12.178,ERW
23187.382,23199.559,GW20870,5.305037222,-72.43869111,298.218,355.6,8.74,60000,12.177,ERW
23199.559,23211.733,GW20880,5.304957778,-72.43876694,297.619,355.6,8.74,60000,12.174,ERW
23211.733,23217.767,GW20890,5.304881944,-72.43884639,297.169,355.6,8.74,60000,6.034,ERW
23217.767,23229.93,GW20900,5.304846667,-72.4388875,296.957,355.6,8.74,60000,12.163,ERW
23229.93,23242.078,GW20910,5.304775833,-72.43897139,296.381,355.6,8.74,60000,12.148,ERW
23242.078,23254.305,GW20920,5.304705556,-72.439055,295.083,355.6,8.74,60000,12.227,ERW
23254.305,23266.474,GW20930,5.3046325,-72.43913583,295.333,355.6,8.74,60000,12.169,ERW
23266.474,23278.62,GW20940,5.304562222,-72.43921667,297.887,355.6,8.74,60000,12.146,ERW
23278.62,23290.761,GW20950,5.304499444,-72.43930556,299.281,355.6,8.74,60000,12.141,ERW
23290.761,23296.834,GW20960,5.304441111,-72.43939833,299.203,355.6,8.74,60000,6.073,ERW
23296.834,23309.004,GW20970,5.3044125,-72.439445,299.108,355.6,8.74,60000,12.17,ERW
23309.004,23321.159,GW20980,5.304355556,-72.43953889,299.086,355.6,8.74,60000,12.155,ERW
23321.159,23333.306,GW20990,5.304299167,-72.43963306,298.993,355.6,8.74,60000,12.147,ERW
23333.306,23345.442,GW21000,5.304242222,-72.43972667,298.745,355.6,8.74,60000,12.136,ERW
23345.442,23357.582,GW21010,5.304188056,-72.43982194,298.485,355.6,8.74,60000,12.14,ERW
23357.582,23369.722,GW21020,5.304135556,-72.43991806,298.273,355.6,8.74,60000,12.14,ERW
23369.722,23381.86,GW21030,5.304083333,-72.44001417,298.06,355.6,8.74,60000,12.138,ERW
23381.86,23394.009,GW21040,5.304033056,-72.44011167,297.865,355.6,8.74,60000,12.149,ERW
23394.009,23406.159,GW21050,5.303985833,-72.44021056,297.503,355.6,8.74,60000,12.15,ERW
23406.159,23418.27,GW21060,5.303938333,-72.44030917,297.107,355.6,8.74,60000,12.111,ERW
23418.27,23430.502,GW21070,5.303890556,-72.4404075,296.653,355.6,8.74,60000,12.232,ERW
23430.502,23442.782,GW21080,5.303842222,-72.44050639,295.972,355.6,8.74,60000,12.28,ERW
23442.782,23455.047,GW21090,5.303780833,-72.44059833,295.253,355.6,8.74,60000,12.265,ERW
23455.047,23467.324,GW21100,5.303715,-72.44068694,294.406,355.6,8.74,60000,12.277,ERW
23467.324,23479.597,GW21110,5.303649722,-72.44077611,293.468,355.6,8.74,60000,12.273,ERW
23479.597,23491.829,GW21120,5.303585,-72.44086528,292.245,355.6,8.74,60000,12.232,ERW
23491.829,23504.075,GW21130,5.30352,-72.44095444,292.206,355.6,8.74,60000,12.246,ERW
23504.075,23516.366,GW21140,5.303454722,-72.44104333,293.135,355.6,8.74,60000,12.291,ERW
23516.366,23528.641,GW21150,5.303389444,-72.4411325,293.998,355.6,8.74,60000,12.275,ERW
23528.641,23540.907,GW21160,5.303324444,-72.44122167,295.163,355.6,8.74,60000,12.266,ERW
23540.907,23553.186,GW21170,5.303259167,-72.44131028,296.459,355.6,8.74,60000,12.279,ERW
23553.186,23565.461,GW21180,5.303194167,-72.44139944,297.457,355.6,8.74,60000,12.275,ERW
23565.461,23577.734,GW21190,5.303128889,-72.44148833,298.634,355.6,8.74,60000,12.273,ERW
23577.734,23590.02,GW21200,5.303063333,-72.44157722,299.558,355.6,8.74,60000,12.286,ERW
23590.02,23602.284,GW21210,5.302997222,-72.44166611,300.379,355.6,8.74,60000,12.264,ERW
23602.284,23614.559,GW21220,5.302930833,-72.44175444,301.086,355.6,8.74,60000,12.275,ERW
23614.559,23626.838,GW21230,5.302864167,-72.4418425,301.622,355.6,8.74,60000,12.279,ERW
23626.838,23639.115,GW21240,5.302797222,-72.44193083,302.135,355.6,8.74,60000,12.277,ERW
23639.115,23651.395,GW21250,5.302731111,-72.44201972,302.498,355.6,8.74,60000,12.28,ERW
23651.395,23663.561,GW21260,5.302665556,-72.44210889,302.856,355.6,8.74,60000,12.166,ERW
23663.561,23675.822,GW21270,5.302600556,-72.4421975,302.73,355.6,8.74,60000,12.261,ERW
23675.822,23688.002,GW21280,5.302535,-72.44228667,302.634,355.6,8.74,60000,12.18,ERW
23688.002,23700.271,GW21290,5.302469722,-72.442375,302.02,355.6,8.74,60000,12.269,ERW
23700.271,23712.513,GW21300,5.302403889,-72.44246361,300.985,355.6,8.74,60000,12.242,ERW
23712.513,23724.779,GW21310,5.302338333,-72.44255222,300.101,355.6,8.74,60000,12.266,ERW
23724.779,23727.397,GW21320,5.302273056,-72.44264111,298.908,355.6,8.74,60000,2.618,ERW
23727.397,23739.665,GW21330,5.302259167,-72.44266,298.6,355.6,8.74,60000,12.268,ERW
23739.665,23751.93,GW21340,5.302194444,-72.44274861,296.901,355.6,8.74,60000,12.265,ERW
23751.93,23764.117,GW21350,5.302129722,-72.44283611,294.642,355.6,8.74,60000,12.187,ERW
23764.117,23769.0,GW21360,5.302065278,-72.44292333,295.2,355.6,8.74,60000,4.883,ERW
23769.0,23781.289,GW21370,5.302040278,-72.44295833,296.3,355.6,8.74,60000,12.289,ERW
23781.289,23793.553,GW21380,5.301976389,-72.44304694,298.312,355.6,8.74,60000,12.264,ERW
23793.553,23805.829,GW21390,5.301911389,-72.44313583,299.72,355.6,8.74,60000,12.276,ERW
23805.829,23810.501,GW21400,5.301845833,-72.44322472,300.467,355.6,8.74,60000,4.672,ERW
23810.501,23821.217,GW21410,5.301820833,-72.44325861,300.499,355.6,8.74,60000,10.716,ERW
23821.217,23833.479,GW21420,5.301763333,-72.44333639,300.525,355.6,8.74,60000,12.262,ERW
23833.479,23845.727,GW21430,5.3016975,-72.44342528,300.202,355.6,8.74,60000,12.248,ERW
23845.727,23857.977,GW21440,5.301631944,-72.44351417,299.533,355.6,8.74,60000,12.25,ERW
23857.977,23870.21,GW21450,5.301566389,-72.44360306,298.7,355.6,8.74,60000,12.233,ERW
23870.21,23882.46,GW21460,5.301501111,-72.44369194,298.775,355.6,8.74,60000,12.25,ERW
23882.46,23894.719,GW21470,5.301435833,-72.44378111,299.372,355.6,8.74,60000,12.259,ERW
23894.719,23906.968,GW21480,5.301370278,-72.44387,299.805,355.6,8.74,60000,12.249,ERW
23906.968,23919.215,GW21490,5.301305,-72.44395917,299.853,355.6,8.74,60000,12.247,ERW
23919.215,23931.471,GW21500,5.301239444,-72.44404833,299.864,355.6,8.74,60000,12.256,ERW
23931.471,23943.726,GW21510,5.301174167,-72.4441375,300.082,355.6,8.74,60000,12.255,ERW
23943.726,23955.886,GW21520,5.301109444,-72.44422722,299.987,355.6,8.74,60000,12.16,ERW
23955.886,23968.141,GW21530,5.301044444,-72.44431556,299.363,355.6,8.74,60000,12.255,ERW
23968.141,23980.395,GW21540,5.300979444,-72.444405,298.754,355.6,8.74,60000,12.254,ERW
23980.395,23992.667,GW21550,5.300912778,-72.4444925,297.622,355.6,8.74,60000,12.272,ERW
23992.667,24004.915,GW21560,5.300843611,-72.44457694,295.477,355.6,8.74,60000,12.248,ERW
24004.915,24017.115,GW21570,5.300774722,-72.44466111,293.148,355.6,8.74,60000,12.2,ERW
24017.115,24029.373,GW21580,5.300706667,-72.44474639,293.339,355.6,8.74,60000,12.258,ERW
24029.373,24041.64,GW21590,5.30064,-72.4448325,295.453,355.6,8.74,60000,12.267,ERW
24041.64,24053.902,GW21600,5.300573889,-72.44491917,297.588,355.6,8.74,60000,12.262,ERW
24053.902,24060.404,GW21610,5.300507222,-72.44500639,299.166,355.6,8.74,60000,6.502,ERW
24060.404,24072.666,GW21620,5.300471944,-72.44505306,299.664,355.6,8.74,60000,12.262,ERW
24072.666,24084.914,GW21630,5.300402778,-72.44513917,300.193,355.6,8.74,60000,12.248,ERW
24084.914,24097.168,GW21640,5.300331111,-72.44522333,300.353,355.6,8.74,60000,12.254,ERW
24097.168,24109.411,GW21650,5.300259167,-72.4453075,300.251,355.6,8.74,60000,12.243,ERW
24109.411,24121.665,GW21660,5.300187778,-72.44539167,300.01,355.6,8.74,60000,12.254,ERW
24121.665,24133.911,GW21670,5.300116111,-72.44547583,299.64,355.6,8.74,60000,12.246,ERW
24133.911,24139.626,GW21680,5.300045,-72.44556056,299.616,355.6,8.74,60000,5.715,ERW
24139.626,24151.884,GW21690,5.300011389,-72.44559972,299.722,355.6,8.74,60000,12.258,ERW
24151.884,24164.135,GW21700,5.29994,-72.44568417,300.044,355.6,8.74,60000,12.251,ERW
24164.135,24176.364,GW21710,5.299868611,-72.44576889,300.267,355.6,8.74,60000,12.229,ERW
24176.364,24188.617,GW21720,5.299797778,-72.44585333,300.397,355.6,8.74,60000,12.253,ERW
24188.617,24200.861,GW21730,5.299726667,-72.44593806,300.425,355.6,8.74,60000,12.244,ERW
24200.861,24213.108,GW21740,5.299655833,-72.44602278,300.495,355.6,8.74,60000,12.247,ERW
24213.108,24225.333,GW21750,5.299584722,-72.4461075,300.465,355.6,8.74,60000,12.225,ERW
24225.333,24237.562,GW21760,5.299513611,-72.44619194,300.425,355.6,8.74,60000,12.229,ERW
24237.562,24249.793,GW21770,5.2994425,-72.44627639,300.383,355.6,8.74,60000,12.231,ERW
24249.793,24262.021,GW21780,5.299371667,-72.44636111,300.208,355.6,8.74,60000,12.228,ERW
24262.021,24274.243,GW21790,5.299300556,-72.44644556,300.145,355.6,8.74,60000,12.222,ERW
24274.243,24286.466,GW21800,5.299229167,-72.44652972,300.112,355.6,8.74,60000,12.223,ERW
24286.466,24298.68,GW21810,5.299158056,-72.44661417,300.029,355.6,8.74,60000,12.214,ERW
24298.68,24310.909,GW21820,5.299086944,-72.44669833,300.03,355.6,8.74,60000,12.229,ERW
24310.909,24323.121,GW21830,5.299015556,-72.4467825,300.024,355.6,8.74,60000,12.212,ERW
24323.121,24335.324,GW21840,5.298944167,-72.44686667,300.0,355.6,8.74,60000,12.203,ERW
24335.324,24347.544,GW21850,5.298873333,-72.44695083,300.014,355.6,8.74,60000,12.22,ERW
24347.544,24359.762,GW21860,5.298801944,-72.447035,300.048,355.6,8.74,60000,12.218,ERW
24359.762,24371.969,GW21870,5.298730556,-72.44711917,300.168,355.6,8.74,60000,12.207,ERW
24371.969,24384.132,GW21880,5.298659444,-72.44720333,300.138,355.6,8.74,60000,12.163,ERW
24384.132,24388.348,GW21890,5.298582778,-72.44728194,299.969,355.6,8.74,60000,4.216,ERW
24388.348,24400.549,GW21900,5.298555278,-72.44730833,299.806,355.6,8.74,60000,12.201,ERW
24400.549,24408.186,GW21910,5.298470833,-72.44737833,298.952,355.6,8.74,60000,7.637,ERW
24408.186,24420.416,GW21920,5.298415278,-72.44741889,298.261,355.6,8.74,60000,12.23,ERW
24420.416,24432.626,GW21930,5.298326944,-72.44748389,297.098,355.6,8.74,60000,12.21,ERW
24432.626,24444.844,GW21940,5.298238333,-72.44754861,296.013,355.6,8.74,60000,12.218,ERW
24444.844,24456.979,GW21950,5.298149167,-72.44761306,295.397,355.6,8.74,60000,12.135,ERW
24456.979,24469.215,GW21960,5.298060278,-72.44767667,294.752,355.6,8.74,60000,12.236,ERW
24469.215,24481.444,GW21970,5.29797,-72.44773972,293.921,355.6,8.74,60000,12.229,ERW
24481.444,24493.681,GW21980,5.29788,-72.44780361,293.647,355.6,8.74,60000,12.237,ERW
24493.681,24505.948,GW21990,5.297790556,-72.44786778,293.865,355.6,8.74,60000,12.267,ERW
24505.948,24518.162,GW22000,5.297701111,-72.4479325,293.179,355.6,8.74,60000,12.214,ERW
